job_id=606187
array_job_id=606187
array_task_id=1
job_name=vs3n2fu3
partition=epyc
node_list=fov
excluded_nodes=bar
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=32
mem_per_node=16384
binary=./build/ecg1d_vs3_n2_dt0005_full
case_label=gauss_sigma1p500
mode=gauss
sigma=1.5
planning_estimate=full-cycle dt/20 fixed dt=0.0005, estimated 1005310 steps; 32-core estimate gauss ~64.2 h; requested walltime 96 h
progress N=2 step 3000/1005310 0.3% t=1.50000 eta_s=782003.6 E=-2.14910272 P=0.99646777 dP=-0.00319112 r12=8.04513211 Vg=0.00000143 norm=1.00000000 rank=35/256 sv_max=1.07e+02 resid=7.83e-03
progress N=2 step 3250/1005310 0.3% t=1.62500 eta_s=780584.2 E=-2.14845094 P=0.99572620 dP=-0.00393269 r12=8.04510502 Vg=0.00000144 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=7.63e-03
progress N=2 step 3500/1005310 0.3% t=1.75000 eta_s=780314.4 E=-2.14776243 P=0.99491256 dP=-0.00474633 r12=8.04510611 Vg=0.00000142 norm=1.00000000 rank=37/256 sv_max=1.06e+02 resid=7.50e-03
progress N=2 step 3750/1005310 0.4% t=1.87500 eta_s=780168.1 E=-2.14703950 P=0.99403545 dP=-0.00562344 r12=8.04513489 Vg=0.00000136 norm=1.00000000 rank=35/256 sv_max=1.10e+02 resid=7.51e-03
progress N=2 step 4000/1005310 0.4% t=2.00000 eta_s=780004.4 E=-2.14628423 P=0.99310626 dP=-0.00655263 r12=8.04517935 Vg=0.00000127 norm=1.00000000 rank=35/256 sv_max=1.11e+02 resid=7.52e-03
progress N=2 step 4250/1005310 0.4% t=2.12500 eta_s=779534.8 E=-2.14549832 P=0.99213529 dP=-0.00752360 r12=8.04522864 Vg=0.00000119 norm=1.00000000 rank=36/256 sv_max=1.07e+02 resid=7.40e-03
progress N=2 step 4500/1005310 0.4% t=2.25000 eta_s=779081.0 E=-2.14468320 P=0.99113363 dP=-0.00852526 r12=8.04528411 Vg=0.00000114 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=7.17e-03
progress N=2 step 4750/1005310 0.5% t=2.37500 eta_s=778953.4 E=-2.14383994 P=0.99011504 dP=-0.00954385 r12=8.04534560 Vg=0.00000115 norm=1.00000000 rank=35/256 sv_max=1.03e+02 resid=6.96e-03
progress N=2 step 5000/1005310 0.5% t=2.50000 eta_s=778703.2 E=-2.14296896 P=0.98909687 dP=-0.01056202 r12=8.04540293 Vg=0.00000117 norm=1.00000000 rank=35/256 sv_max=1.08e+02 resid=6.71e-03
progress N=2 step 5250/1005310 0.5% t=2.62500 eta_s=778527.4 E=-2.14207017 P=0.98809666 dP=-0.01156223 r12=8.04543914 Vg=0.00000118 norm=1.00000000 rank=35/256 sv_max=1.08e+02 resid=6.47e-03
progress N=2 step 5500/1005310 0.5% t=2.75000 eta_s=778354.3 E=-2.14114293 P=0.98712956 dP=-0.01252933 r12=8.04545109 Vg=0.00000116 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=6.53e-03
progress N=2 step 5750/1005310 0.6% t=2.87500 eta_s=778547.8 E=-2.14018608 P=0.98620700 dP=-0.01345189 r12=8.04544676 Vg=0.00000112 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=6.73e-03
progress N=2 step 6000/1005310 0.6% t=3.00000 eta_s=778752.4 E=-2.13919827 P=0.98533805 dP=-0.01432084 r12=8.04543066 Vg=0.00000110 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=7.07e-03
progress N=2 step 6250/1005310 0.6% t=3.12500 eta_s=778571.8 E=-2.13817795 P=0.98453220 dP=-0.01512669 r12=8.04540210 Vg=0.00000111 norm=1.00000000 rank=35/256 sv_max=1.08e+02 resid=7.48e-03
progress N=2 step 6500/1005310 0.6% t=3.25000 eta_s=778681.8 E=-2.13712331 P=0.98379827 dP=-0.01586062 r12=8.04536530 Vg=0.00000115 norm=1.00000000 rank=36/256 sv_max=1.06e+02 resid=7.85e-03
progress N=2 step 6750/1005310 0.7% t=3.37500 eta_s=778329.0 E=-2.13603246 P=0.98314311 dP=-0.01651578 r12=8.04533711 Vg=0.00000119 norm=1.00000000 rank=37/256 sv_max=1.01e+02 resid=8.17e-03
progress N=2 step 7000/1005310 0.7% t=3.50000 eta_s=778162.2 E=-2.13490329 P=0.98257076 dP=-0.01708813 r12=8.04532957 Vg=0.00000121 norm=1.00000000 rank=36/256 sv_max=1.01e+02 resid=8.96e-03
progress N=2 step 7250/1005310 0.7% t=3.62500 eta_s=778153.5 E=-2.13373354 P=0.98208318 dP=-0.01757572 r12=8.04534348 Vg=0.00000121 norm=1.00000000 rank=36/256 sv_max=1.04e+02 resid=1.00e-02
progress N=2 step 7500/1005310 0.7% t=3.75000 eta_s=778204.0 E=-2.13252119 P=0.98167946 dP=-0.01797943 r12=8.04537380 Vg=0.00000120 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=1.11e-02
progress N=2 step 7750/1005310 0.8% t=3.87500 eta_s=777814.8 E=-2.13126432 P=0.98135557 dP=-0.01830332 r12=8.04541398 Vg=0.00000120 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=1.25e-02
progress N=2 step 8000/1005310 0.8% t=4.00000 eta_s=777457.1 E=-2.12996110 P=0.98110520 dP=-0.01855369 r12=8.04546469 Vg=0.00000120 norm=1.00000000 rank=36/256 sv_max=1.00e+02 resid=1.50e-02
progress N=2 step 8250/1005310 0.8% t=4.12500 eta_s=777427.9 E=-2.12861005 P=0.98092016 dP=-0.01873873 r12=8.04551712 Vg=0.00000119 norm=1.00000000 rank=36/256 sv_max=1.04e+02 resid=1.85e-02
progress N=2 step 8500/1005310 0.8% t=4.25000 eta_s=777384.2 E=-2.12720985 P=0.98079149 dP=-0.01886740 r12=8.04556089 Vg=0.00000117 norm=1.00000000 rank=37/256 sv_max=1.07e+02 resid=2.29e-02
progress N=2 step 8750/1005310 0.9% t=4.37500 eta_s=777177.4 E=-2.12575945 P=0.98070684 dP=-0.01895205 r12=8.04558415 Vg=0.00000115 norm=1.00000000 rank=37/256 sv_max=1.04e+02 resid=2.97e-02
progress N=2 step 9000/1005310 0.9% t=4.50000 eta_s=777007.2 E=-2.12425850 P=0.98065278 dP=-0.01900611 r12=8.04558701 Vg=0.00000115 norm=1.00000000 rank=37/256 sv_max=9.89e+01 resid=4.15e-02
progress N=2 step 9250/1005310 0.9% t=4.62500 eta_s=776805.7 E=-2.12270695 P=0.98061648 dP=-0.01904241 r12=8.04558276 Vg=0.00000118 norm=1.00000000 rank=37/256 sv_max=9.83e+01 resid=5.77e-02
progress N=2 step 9500/1005310 0.9% t=4.75000 eta_s=776759.4 E=-2.12110502 P=0.98058643 dP=-0.01907246 r12=8.04558430 Vg=0.00000120 norm=1.00000000 rank=38/256 sv_max=1.04e+02 resid=5.93e-02
progress N=2 step 9750/1005310 1.0% t=4.87500 eta_s=776529.4 E=-2.11945353 P=0.98055272 dP=-0.01910617 r12=8.04558444 Vg=0.00000118 norm=1.00000000 rank=37/256 sv_max=1.06e+02 resid=4.78e-02
progress N=2 step 10000/1005310 1.0% t=5.00000 eta_s=776379.9 E=-2.11775327 P=0.98050451 dP=-0.01915438 r12=8.04557952 Vg=0.00000114 norm=1.00000000 rank=37/256 sv_max=1.02e+02 resid=3.71e-02
progress N=2 step 10250/1005310 1.0% t=5.12500 eta_s=775907.2 E=-2.11600537 P=0.98042874 dP=-0.01923016 r12=8.04557433 Vg=0.00000110 norm=1.00000000 rank=37/256 sv_max=9.64e+01 resid=3.05e-02
progress N=2 step 10500/1005310 1.0% t=5.25000 eta_s=775682.0 E=-2.11421147 P=0.98031209 dP=-0.01934680 r12=8.04556453 Vg=0.00000109 norm=1.00000000 rank=36/256 sv_max=9.62e+01 resid=2.43e-02
progress N=2 step 10750/1005310 1.1% t=5.37500 eta_s=775536.5 E=-2.11237338 P=0.98014483 dP=-0.01951406 r12=8.04555311 Vg=0.00000112 norm=1.00000000 rank=35/256 sv_max=1.00e+02 resid=2.01e-02
progress N=2 step 11000/1005310 1.1% t=5.50000 eta_s=775266.6 E=-2.11049308 P=0.97992009 dP=-0.01973880 r12=8.04554760 Vg=0.00000115 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=1.63e-02
progress N=2 step 11250/1005310 1.1% t=5.62500 eta_s=774949.7 E=-2.10857290 P=0.97963323 dP=-0.02002566 r12=8.04554479 Vg=0.00000116 norm=1.00000000 rank=35/256 sv_max=9.91e+01 resid=1.36e-02
progress N=2 step 11500/1005310 1.1% t=5.75000 eta_s=774825.1 E=-2.10661501 P=0.97928025 dP=-0.02037864 r12=8.04555133 Vg=0.00000114 norm=1.00000000 rank=35/256 sv_max=9.76e+01 resid=1.18e-02
progress N=2 step 11750/1005310 1.2% t=5.87500 eta_s=774409.1 E=-2.10462166 P=0.97885695 dP=-0.02080194 r12=8.04556776 Vg=0.00000110 norm=1.00000000 rank=35/256 sv_max=1.01e+02 resid=1.08e-02
progress N=2 step 12000/1005310 1.2% t=6.00000 eta_s=774272.5 E=-2.10259536 P=0.97836131 dP=-0.02129758 r12=8.04558763 Vg=0.00000108 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=9.99e-03
progress N=2 step 12250/1005310 1.2% t=6.12500 eta_s=774129.7 E=-2.10053870 P=0.97779351 dP=-0.02186538 r12=8.04560501 Vg=0.00000109 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=8.96e-03
progress N=2 step 12500/1005310 1.2% t=6.25000 eta_s=773985.4 E=-2.09845399 P=0.97715521 dP=-0.02250368 r12=8.04562442 Vg=0.00000113 norm=1.00000000 rank=35/256 sv_max=9.84e+01 resid=8.45e-03
progress N=2 step 12750/1005310 1.3% t=6.37500 eta_s=773731.7 E=-2.09634378 P=0.97645039 dP=-0.02320850 r12=8.04565515 Vg=0.00000117 norm=1.00000000 rank=35/256 sv_max=1.00e+02 resid=8.30e-03
progress N=2 step 13000/1005310 1.3% t=6.50000 eta_s=773599.8 E=-2.09421025 P=0.97568569 dP=-0.02397320 r12=8.04569617 Vg=0.00000118 norm=1.00000000 rank=35/256 sv_max=1.06e+02 resid=8.24e-03
