job_id=606190
array_job_id=606187
array_task_id=0
job_name=vs3n2fu3
partition=epyc
node_list=doom
excluded_nodes=bar
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=32
mem_per_node=16384
binary=./build/ecg1d_vs3_n2_dt0005_full
case_label=gauss_sigma1p250
mode=gauss
sigma=1.25
planning_estimate=full-cycle dt/20 fixed dt=0.0005, estimated 1005310 steps; 32-core estimate gauss ~64.2 h; requested walltime 96 h
progress N=2 step 5250/1005310 0.5% t=2.62500 eta_s=535676.9 E=-2.14207030 P=0.98809656 dP=-0.01156233 r12=8.04543867 Vg=0.00000105 norm=1.00000000 rank=35/256 sv_max=1.08e+02 resid=6.47e-03
progress N=2 step 5500/1005310 0.5% t=2.75000 eta_s=536155.8 E=-2.14114306 P=0.98712945 dP=-0.01252944 r12=8.04545048 Vg=0.00000104 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=6.53e-03
progress N=2 step 5750/1005310 0.6% t=2.87500 eta_s=536326.1 E=-2.14018621 P=0.98620688 dP=-0.01345201 r12=8.04544601 Vg=0.00000100 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=6.73e-03
progress N=2 step 6000/1005310 0.6% t=3.00000 eta_s=536393.7 E=-2.13919841 P=0.98533792 dP=-0.01432097 r12=8.04542980 Vg=0.00000099 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=7.07e-03
progress N=2 step 6250/1005310 0.6% t=3.12500 eta_s=536255.2 E=-2.13817809 P=0.98453207 dP=-0.01512682 r12=8.04540115 Vg=0.00000100 norm=1.00000000 rank=35/256 sv_max=1.08e+02 resid=7.48e-03
progress N=2 step 6500/1005310 0.6% t=3.25000 eta_s=536029.4 E=-2.13712345 P=0.98379814 dP=-0.01586075 r12=8.04536430 Vg=0.00000103 norm=1.00000000 rank=36/256 sv_max=1.06e+02 resid=7.85e-03
progress N=2 step 6750/1005310 0.7% t=3.37500 eta_s=535965.8 E=-2.13603261 P=0.98314299 dP=-0.01651590 r12=8.04533608 Vg=0.00000106 norm=1.00000000 rank=37/256 sv_max=1.01e+02 resid=8.17e-03
progress N=2 step 7000/1005310 0.7% t=3.50000 eta_s=536019.1 E=-2.13490345 P=0.98257065 dP=-0.01708824 r12=8.04532856 Vg=0.00000107 norm=1.00000000 rank=36/256 sv_max=1.01e+02 resid=8.96e-03
progress N=2 step 7250/1005310 0.7% t=3.62500 eta_s=535816.2 E=-2.13373370 P=0.98208308 dP=-0.01757581 r12=8.04534253 Vg=0.00000106 norm=1.00000000 rank=36/256 sv_max=1.04e+02 resid=1.00e-02
progress N=2 step 7500/1005310 0.7% t=3.75000 eta_s=535756.3 E=-2.13252135 P=0.98167938 dP=-0.01797951 r12=8.04537296 Vg=0.00000105 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=1.11e-02
progress N=2 step 7750/1005310 0.8% t=3.87500 eta_s=535908.2 E=-2.13126449 P=0.98135552 dP=-0.01830337 r12=8.04541337 Vg=0.00000105 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=1.25e-02
progress N=2 step 8000/1005310 0.8% t=4.00000 eta_s=535956.3 E=-2.12996127 P=0.98110520 dP=-0.01855369 r12=8.04546441 Vg=0.00000105 norm=1.00000000 rank=36/256 sv_max=1.00e+02 resid=1.50e-02
progress N=2 step 8250/1005310 0.8% t=4.12500 eta_s=535626.4 E=-2.12861022 P=0.98092021 dP=-0.01873868 r12=8.04551729 Vg=0.00000105 norm=1.00000000 rank=36/256 sv_max=1.04e+02 resid=1.85e-02
progress N=2 step 8500/1005310 0.8% t=4.25000 eta_s=535704.2 E=-2.12721001 P=0.98079160 dP=-0.01886729 r12=8.04556157 Vg=0.00000103 norm=1.00000000 rank=37/256 sv_max=1.07e+02 resid=2.29e-02
progress N=2 step 8750/1005310 0.9% t=4.37500 eta_s=535735.6 E=-2.12575960 P=0.98070700 dP=-0.01895189 r12=8.04558537 Vg=0.00000102 norm=1.00000000 rank=37/256 sv_max=1.04e+02 resid=2.97e-02
progress N=2 step 9000/1005310 0.9% t=4.50000 eta_s=535713.3 E=-2.12425865 P=0.98065298 dP=-0.01900591 r12=8.04558874 Vg=0.00000102 norm=1.00000000 rank=37/256 sv_max=9.89e+01 resid=4.15e-02
progress N=2 step 9250/1005310 0.9% t=4.62500 eta_s=535263.5 E=-2.12270708 P=0.98061672 dP=-0.01904218 r12=8.04558494 Vg=0.00000104 norm=1.00000000 rank=37/256 sv_max=9.83e+01 resid=5.77e-02
progress N=2 step 9500/1005310 0.9% t=4.75000 eta_s=534914.0 E=-2.12110514 P=0.98058668 dP=-0.01907221 r12=8.04558683 Vg=0.00000106 norm=1.00000000 rank=38/256 sv_max=1.04e+02 resid=5.94e-02
progress N=2 step 9750/1005310 1.0% t=4.87500 eta_s=534952.7 E=-2.11945363 P=0.98055297 dP=-0.01910592 r12=8.04558721 Vg=0.00000106 norm=1.00000000 rank=37/256 sv_max=1.06e+02 resid=4.78e-02
progress N=2 step 10000/1005310 1.0% t=5.00000 eta_s=534994.4 E=-2.11775335 P=0.98050476 dP=-0.01915413 r12=8.04558241 Vg=0.00000104 norm=1.00000000 rank=37/256 sv_max=1.02e+02 resid=3.71e-02
progress N=2 step 10250/1005310 1.0% t=5.12500 eta_s=535039.4 E=-2.11600543 P=0.98042896 dP=-0.01922993 r12=8.04557717 Vg=0.00000101 norm=1.00000000 rank=37/256 sv_max=9.64e+01 resid=3.05e-02
progress N=2 step 10500/1005310 1.0% t=5.25000 eta_s=534823.0 E=-2.11421152 P=0.98031226 dP=-0.01934663 r12=8.04556712 Vg=0.00000101 norm=1.00000000 rank=36/256 sv_max=9.62e+01 resid=2.44e-02
progress N=2 step 10750/1005310 1.1% t=5.37500 eta_s=534426.1 E=-2.11237342 P=0.98014492 dP=-0.01951397 r12=8.04555522 Vg=0.00000103 norm=1.00000000 rank=35/256 sv_max=1.00e+02 resid=2.01e-02
progress N=2 step 11000/1005310 1.1% t=5.50000 eta_s=534277.4 E=-2.11049311 P=0.97992007 dP=-0.01973882 r12=8.04554894 Vg=0.00000106 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=1.63e-02
progress N=2 step 11250/1005310 1.1% t=5.62500 eta_s=534196.7 E=-2.10857293 P=0.97963307 dP=-0.02002582 r12=8.04554507 Vg=0.00000106 norm=1.00000000 rank=35/256 sv_max=9.91e+01 resid=1.36e-02
progress N=2 step 11500/1005310 1.1% t=5.75000 eta_s=533976.9 E=-2.10661504 P=0.97927993 dP=-0.02037896 r12=8.04555031 Vg=0.00000103 norm=1.00000000 rank=35/256 sv_max=9.76e+01 resid=1.18e-02
progress N=2 step 11750/1005310 1.2% t=5.87500 eta_s=533882.0 E=-2.10462170 P=0.97885646 dP=-0.02080243 r12=8.04556528 Vg=0.00000099 norm=1.00000000 rank=35/256 sv_max=1.01e+02 resid=1.08e-02
progress N=2 step 12000/1005310 1.2% t=6.00000 eta_s=533684.7 E=-2.10259542 P=0.97836065 dP=-0.02129824 r12=8.04558366 Vg=0.00000097 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=9.98e-03
progress N=2 step 12250/1005310 1.2% t=6.12500 eta_s=533553.9 E=-2.10053878 P=0.97779271 dP=-0.02186618 r12=8.04559963 Vg=0.00000100 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=8.95e-03
progress N=2 step 12500/1005310 1.2% t=6.25000 eta_s=533344.8 E=-2.09845409 P=0.97715431 dP=-0.02250458 r12=8.04561782 Vg=0.00000104 norm=1.00000000 rank=35/256 sv_max=9.83e+01 resid=8.45e-03
progress N=2 step 12750/1005310 1.3% t=6.37500 eta_s=533040.7 E=-2.09634391 P=0.97644941 dP=-0.02320948 r12=8.04564758 Vg=0.00000108 norm=1.00000000 rank=35/256 sv_max=1.00e+02 resid=8.29e-03
progress N=2 step 13000/1005310 1.3% t=6.50000 eta_s=532913.3 E=-2.09421041 P=0.97568467 dP=-0.02397422 r12=8.04568793 Vg=0.00000109 norm=1.00000000 rank=35/256 sv_max=1.06e+02 resid=8.24e-03
progress N=2 step 13250/1005310 1.3% t=6.62500 eta_s=532869.3 E=-2.09205541 P=0.97486826 dP=-0.02479063 r12=8.04573454 Vg=0.00000109 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=8.20e-03
progress N=2 step 13500/1005310 1.3% t=6.75000 eta_s=532834.9 E=-2.08988098 P=0.97400923 dP=-0.02564966 r12=8.04579106 Vg=0.00000108 norm=1.00000000 rank=35/256 sv_max=9.75e+01 resid=8.21e-03
progress N=2 step 13750/1005310 1.4% t=6.87500 eta_s=532357.5 E=-2.08768888 P=0.97311734 dP=-0.02654155 r12=8.04586733 Vg=0.00000107 norm=1.00000000 rank=36/256 sv_max=9.34e+01 resid=8.14e-03
progress N=2 step 14000/1005310 1.4% t=7.00000 eta_s=532043.7 E=-2.08548043 P=0.97220325 dP=-0.02745564 r12=8.04596723 Vg=0.00000105 norm=1.00000000 rank=35/256 sv_max=9.97e+01 resid=8.65e-03
progress N=2 step 14250/1005310 1.4% t=7.12500 eta_s=531799.5 E=-2.08325683 P=0.97128010 dP=-0.02837879 r12=8.04607651 Vg=0.00000102 norm=1.00000000 rank=35/256 sv_max=1.07e+02 resid=8.83e-03
progress N=2 step 14500/1005310 1.4% t=7.25000 eta_s=531739.0 E=-2.08101891 P=0.97036046 dP=-0.02929843 r12=8.04618083 Vg=0.00000101 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=8.96e-03
progress N=2 step 14750/1005310 1.5% t=7.37500 eta_s=531525.4 E=-2.07876675 P=0.96945521 dP=-0.03020369 r12=8.04627524 Vg=0.00000101 norm=1.00000000 rank=35/256 sv_max=9.76e+01 resid=9.32e-03
progress N=2 step 15000/1005310 1.5% t=7.50000 eta_s=531326.2 E=-2.07650026 P=0.96857439 dP=-0.03108450 r12=8.04635554 Vg=0.00000103 norm=1.00000000 rank=35/256 sv_max=9.46e+01 resid=9.45e-03
progress N=2 step 15250/1005310 1.5% t=7.62500 eta_s=531128.4 E=-2.07421910 P=0.96772973 dP=-0.03192916 r12=8.04641944 Vg=0.00000107 norm=1.00000000 rank=35/256 sv_max=9.99e+01 resid=9.85e-03
progress N=2 step 15500/1005310 1.5% t=7.75000 eta_s=530763.4 E=-2.07192236 P=0.96693399 dP=-0.03272490 r12=8.04646056 Vg=0.00000108 norm=1.00000000 rank=35/256 sv_max=1.03e+02 resid=1.01e-02
progress N=2 step 15750/1005310 1.6% t=7.87500 eta_s=530660.5 E=-2.06960890 P=0.96619871 dP=-0.03346018 r12=8.04647433 Vg=0.00000105 norm=1.00000000 rank=36/256 sv_max=1.01e+02 resid=9.95e-03
progress N=2 step 16000/1005310 1.6% t=8.00000 eta_s=530588.3 E=-2.06727748 P=0.96553008 dP=-0.03412881 r12=8.04646065 Vg=0.00000099 norm=1.00000000 rank=35/256 sv_max=9.71e+01 resid=1.05e-02
progress N=2 step 16250/1005310 1.6% t=8.12500 eta_s=530267.6 E=-2.06492645 P=0.96493165 dP=-0.03472724 r12=8.04642370 Vg=0.00000093 norm=1.00000000 rank=35/256 sv_max=9.96e+01 resid=1.10e-02
progress N=2 step 16500/1005310 1.6% t=8.25000 eta_s=530188.3 E=-2.06255420 P=0.96440454 dP=-0.03525435 r12=8.04635906 Vg=0.00000089 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=1.17e-02
progress N=2 step 16750/1005310 1.7% t=8.37500 eta_s=529965.3 E=-2.06015949 P=0.96394938 dP=-0.03570951 r12=8.04626646 Vg=0.00000091 norm=1.00000000 rank=35/256 sv_max=1.03e+02 resid=1.26e-02
progress N=2 step 17000/1005310 1.7% t=8.50000 eta_s=529823.4 E=-2.05774103 P=0.96356578 dP=-0.03609311 r12=8.04615751 Vg=0.00000095 norm=1.00000000 rank=35/256 sv_max=9.75e+01 resid=1.37e-02
progress N=2 step 17250/1005310 1.7% t=8.62500 eta_s=529756.5 E=-2.05529757 P=0.96325184 dP=-0.03640705 r12=8.04605439 Vg=0.00000099 norm=1.00000000 rank=35/256 sv_max=9.58e+01 resid=1.52e-02
progress N=2 step 17500/1005310 1.7% t=8.75000 eta_s=529484.6 E=-2.05282814 P=0.96300460 dP=-0.03665429 r12=8.04596917 Vg=0.00000099 norm=1.00000000 rank=35/256 sv_max=1.01e+02 resid=1.73e-02
progress N=2 step 17750/1005310 1.8% t=8.87500 eta_s=529439.4 E=-2.05033190 P=0.96282073 dP=-0.03683816 r12=8.04589891 Vg=0.00000097 norm=1.00000000 rank=34/256 sv_max=1.04e+02 resid=1.98e-02
progress N=2 step 18000/1005310 1.8% t=9.00000 eta_s=529271.4 E=-2.04780801 P=0.96269374 dP=-0.03696515 r12=8.04583885 Vg=0.00000095 norm=1.00000000 rank=34/256 sv_max=1.00e+02 resid=2.22e-02
progress N=2 step 18250/1005310 1.8% t=9.12500 eta_s=529200.1 E=-2.04525598 P=0.96261514 dP=-0.03704375 r12=8.04578649 Vg=0.00000094 norm=1.00000000 rank=35/256 sv_max=9.46e+01 resid=2.58e-02
progress N=2 step 18500/1005310 1.8% t=9.25000 eta_s=529124.7 E=-2.04267571 P=0.96257523 dP=-0.03708366 r12=8.04574428 Vg=0.00000093 norm=1.00000000 rank=35/256 sv_max=9.65e+01 resid=3.34e-02
progress N=2 step 18750/1005310 1.9% t=9.37500 eta_s=528865.1 E=-2.04006697 P=0.96256474 dP=-0.03709415 r12=8.04571383 Vg=0.00000094 norm=1.00000000 rank=34/256 sv_max=1.05e+02 resid=4.73e-02
