job_id=605822
array_job_id=605822
array_task_id=1
job_name=vs3n2st4
partition=epyc
node_list=doom
excluded_nodes=bar
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=32
mem_per_node=16384
binary=./build/ecg1d_vs3_n2_dt001_staged_full
case_label=gauss_sigma3p000
mode=gauss
sigma=3.0
planning_estimate=staged local dt: shoulders dt/10, core dt/20, 277470 steps; 32-core benchmark gauss ~0.23 s/step near s=0.25
progress N=2 step 6000/277470 2.2% t=60.00000 eta_s=58093.6 E=-1.22161566 P=0.87509269 dP=-0.12456620 r12=8.04806093 Vg=0.00037640 norm=1.00000000 rank=33/256 sv_max=3.07e+02 resid=2.36e-01
progress N=2 step 6250/277470 2.3% t=62.50000 eta_s=58078.0 E=-1.20195996 P=0.87115186 dP=-0.12850703 r12=8.05706940 Vg=0.00040236 norm=1.00000000 rank=33/256 sv_max=3.40e+02 resid=1.42e-01
progress N=2 step 6500/277470 2.3% t=65.00000 eta_s=58015.1 E=-1.18344001 P=0.86579351 dP=-0.13386538 r12=8.05202697 Vg=0.00041556 norm=1.00000000 rank=34/256 sv_max=3.56e+02 resid=1.70e-01
progress N=2 step 6750/277470 2.4% t=67.50000 eta_s=57995.8 E=-1.16579250 P=0.86619841 dP=-0.13346048 r12=8.04378884 Vg=0.00043725 norm=1.00000000 rank=33/256 sv_max=3.48e+02 resid=2.63e-01
progress N=2 step 7000/277470 2.5% t=70.00000 eta_s=57959.1 E=-1.14887612 P=0.86300003 dP=-0.13665886 r12=8.03794714 Vg=0.00043436 norm=1.00000000 rank=33/256 sv_max=3.59e+02 resid=2.48e-01
progress N=2 step 7250/277470 2.6% t=72.50000 eta_s=57941.8 E=-1.13270124 P=0.86092271 dP=-0.13873618 r12=8.04445847 Vg=0.00045163 norm=1.00000000 rank=33/256 sv_max=4.44e+02 resid=1.25e-01
progress N=2 step 7500/277470 2.7% t=75.00000 eta_s=57926.9 E=-1.11730574 P=0.85325610 dP=-0.14640279 r12=8.06379136 Vg=0.00046872 norm=1.00000000 rank=34/256 sv_max=5.41e+02 resid=6.47e-02
progress N=2 step 7750/277470 2.8% t=77.50000 eta_s=57892.0 E=-1.10279974 P=0.84504621 dP=-0.15461268 r12=8.08573478 Vg=0.00051317 norm=1.00000000 rank=33/256 sv_max=6.42e+02 resid=9.00e-02
progress N=2 step 8000/277470 2.9% t=80.00000 eta_s=57874.5 E=-1.08904808 P=0.83888242 dP=-0.16077647 r12=8.09353276 Vg=0.00056790 norm=1.00000000 rank=33/256 sv_max=7.50e+02 resid=8.92e-02
progress N=2 step 8250/277470 3.0% t=82.50000 eta_s=57777.7 E=-1.07590662 P=0.83565311 dP=-0.16400578 r12=8.07557643 Vg=0.00059707 norm=1.00000000 rank=31/256 sv_max=9.21e+02 resid=1.17e-01
progress N=2 step 8500/277470 3.1% t=85.00000 eta_s=57722.4 E=-1.06312578 P=0.83625580 dP=-0.16340309 r12=8.05205998 Vg=0.00064990 norm=1.00000000 rank=29/256 sv_max=1.30e+03 resid=1.51e-01
progress N=2 step 8750/277470 3.2% t=87.50000 eta_s=57687.7 E=-1.05068243 P=0.83383577 dP=-0.16582312 r12=8.03750167 Vg=0.00065605 norm=1.00000000 rank=28/256 sv_max=1.47e+03 resid=1.63e-01
progress N=2 step 9000/277470 3.2% t=90.00000 eta_s=57583.0 E=-1.03858883 P=0.83181680 dP=-0.16784209 r12=8.04178685 Vg=0.00069619 norm=1.00000000 rank=26/256 sv_max=1.91e+03 resid=1.40e-01
progress N=2 step 9250/277470 3.3% t=90.67987 eta_s=57534.7 E=-1.03537004 P=0.83018365 dP=-0.16947525 r12=8.04910483 Vg=0.00069462 norm=1.00000000 rank=26/256 sv_max=1.89e+03 resid=9.08e-02
progress N=2 step 9500/277470 3.4% t=90.92987 eta_s=57452.2 E=-1.03419466 P=0.82949136 dP=-0.17016753 r12=8.05205614 Vg=0.00069734 norm=1.00000000 rank=27/256 sv_max=1.83e+03 resid=8.28e-02
progress N=2 step 9750/277470 3.5% t=91.17987 eta_s=57412.3 E=-1.03302375 P=0.82876027 dP=-0.17089863 r12=8.05491263 Vg=0.00070138 norm=1.00000000 rank=26/256 sv_max=1.87e+03 resid=8.27e-02
progress N=2 step 10000/277470 3.6% t=91.42987 eta_s=57330.8 E=-1.03185773 P=0.82797230 dP=-0.17168660 r12=8.05749895 Vg=0.00070501 norm=1.00000000 rank=26/256 sv_max=1.89e+03 resid=8.98e-02
progress N=2 step 10250/277470 3.7% t=91.67987 eta_s=57300.3 E=-1.03069731 P=0.82713655 dP=-0.17252234 r12=8.05982677 Vg=0.00070670 norm=1.00000000 rank=26/256 sv_max=1.89e+03 resid=9.88e-02
progress N=2 step 10500/277470 3.8% t=91.92987 eta_s=57284.9 E=-1.02954300 P=0.82626552 dP=-0.17339337 r12=8.06202520 Vg=0.00070721 norm=1.00000000 rank=26/256 sv_max=1.96e+03 resid=1.04e-01
progress N=2 step 10750/277470 3.9% t=92.17987 eta_s=57238.6 E=-1.02839489 P=0.82536021 dP=-0.17429868 r12=8.06427598 Vg=0.00070811 norm=1.00000000 rank=26/256 sv_max=2.03e+03 resid=1.06e-01
progress N=2 step 11000/277470 4.0% t=92.42987 eta_s=57203.2 E=-1.02725252 P=0.82443912 dP=-0.17521977 r12=8.06683284 Vg=0.00070938 norm=1.00000000 rank=26/256 sv_max=2.03e+03 resid=1.10e-01
progress N=2 step 11250/277470 4.1% t=92.67987 eta_s=57159.5 E=-1.02611514 P=0.82353784 dP=-0.17612105 r12=8.06988897 Vg=0.00071060 norm=1.00000000 rank=26/256 sv_max=2.06e+03 resid=1.13e-01
progress N=2 step 11500/277470 4.1% t=92.92987 eta_s=57130.0 E=-1.02498258 P=0.82264201 dP=-0.17701688 r12=8.07342109 Vg=0.00071275 norm=1.00000000 rank=26/256 sv_max=2.14e+03 resid=1.20e-01
progress N=2 step 11750/277470 4.2% t=93.17987 eta_s=57089.8 E=-1.02385502 P=0.82174607 dP=-0.17791282 r12=8.07721561 Vg=0.00071634 norm=1.00000000 rank=26/256 sv_max=2.12e+03 resid=1.35e-01
progress N=2 step 12000/277470 4.3% t=93.42987 eta_s=57053.3 E=-1.02273263 P=0.82086566 dP=-0.17879323 r12=8.08088554 Vg=0.00072143 norm=1.00000000 rank=26/256 sv_max=1.98e+03 resid=1.45e-01
progress N=2 step 12250/277470 4.4% t=93.67987 eta_s=56932.6 E=-1.02161535 P=0.82002502 dP=-0.17963387 r12=8.08423473 Vg=0.00072804 norm=1.00000000 rank=26/256 sv_max=1.88e+03 resid=1.41e-01
progress N=2 step 12500/277470 4.5% t=93.92987 eta_s=56848.2 E=-1.02050295 P=0.81922934 dP=-0.18042955 r12=8.08732107 Vg=0.00073560 norm=1.00000000 rank=26/256 sv_max=1.90e+03 resid=1.34e-01
progress N=2 step 12750/277470 4.6% t=94.17987 eta_s=56778.2 E=-1.01939529 P=0.81849259 dP=-0.18116631 r12=8.09025635 Vg=0.00074260 norm=1.00000000 rank=26/256 sv_max=1.98e+03 resid=1.37e-01
progress N=2 step 13000/277470 4.7% t=94.42987 eta_s=56715.5 E=-1.01829248 P=0.81780615 dP=-0.18185274 r12=8.09303752 Vg=0.00074768 norm=1.00000000 rank=26/256 sv_max=2.04e+03 resid=1.44e-01
progress N=2 step 13250/277470 4.8% t=94.67987 eta_s=56678.2 E=-1.01719476 P=0.81715302 dP=-0.18250587 r12=8.09570153 Vg=0.00075164 norm=1.00000000 rank=26/256 sv_max=2.08e+03 resid=1.37e-01
progress N=2 step 13500/277470 4.9% t=94.92987 eta_s=56639.0 E=-1.01610246 P=0.81652027 dP=-0.18313862 r12=8.09824991 Vg=0.00075631 norm=1.00000000 rank=26/256 sv_max=2.12e+03 resid=1.15e-01
progress N=2 step 13750/277470 5.0% t=95.17987 eta_s=56522.8 E=-1.01501492 P=0.81590183 dP=-0.18375706 r12=8.10071421 Vg=0.00076250 norm=1.00000000 rank=26/256 sv_max=2.10e+03 resid=9.71e-02
progress N=2 step 14000/277470 5.0% t=95.42987 eta_s=56444.1 E=-1.01393150 P=0.81527271 dP=-0.18438618 r12=8.10325653 Vg=0.00076939 norm=1.00000000 rank=26/256 sv_max=2.06e+03 resid=8.93e-02
progress N=2 step 14250/277470 5.1% t=95.67987 eta_s=56382.4 E=-1.01285199 P=0.81459689 dP=-0.18506200 r12=8.10604645 Vg=0.00077584 norm=1.00000000 rank=26/256 sv_max=2.05e+03 resid=8.95e-02
progress N=2 step 14500/277470 5.2% t=95.92987 eta_s=56347.5 E=-1.01177661 P=0.81384213 dP=-0.18581676 r12=8.10910183 Vg=0.00078130 norm=1.00000000 rank=26/256 sv_max=2.08e+03 resid=9.66e-02
progress N=2 step 14750/277470 5.3% t=96.17987 eta_s=56305.4 E=-1.01070583 P=0.81299762 dP=-0.18666128 r12=8.11230823 Vg=0.00078615 norm=1.00000000 rank=26/256 sv_max=2.16e+03 resid=1.08e-01
progress N=2 step 15000/277470 5.4% t=96.42987 eta_s=56263.7 E=-1.00963997 P=0.81207786 dP=-0.18758103 r12=8.11548698 Vg=0.00079147 norm=1.00000000 rank=26/256 sv_max=2.28e+03 resid=1.15e-01
progress N=2 step 15250/277470 5.5% t=96.67987 eta_s=56221.8 E=-1.00857896 P=0.81111157 dP=-0.18854732 r12=8.11854346 Vg=0.00079818 norm=1.00000000 rank=26/256 sv_max=2.37e+03 resid=1.12e-01
progress N=2 step 15500/277470 5.6% t=96.92987 eta_s=56175.9 E=-1.00752256 P=0.81013408 dP=-0.18952481 r12=8.12148305 Vg=0.00080598 norm=1.00000000 rank=26/256 sv_max=2.37e+03 resid=1.04e-01
progress N=2 step 15750/277470 5.7% t=97.17987 eta_s=56118.8 E=-1.00647082 P=0.80917809 dP=-0.19048080 r12=8.12424129 Vg=0.00081366 norm=1.00000000 rank=26/256 sv_max=2.26e+03 resid=9.90e-02
progress N=2 step 16000/277470 5.8% t=97.42987 eta_s=56065.1 E=-1.00542338 P=0.80825268 dP=-0.19140621 r12=8.12659935 Vg=0.00081930 norm=1.00000000 rank=26/256 sv_max=2.07e+03 resid=1.02e-01
progress N=2 step 16250/277470 5.9% t=97.67987 eta_s=56014.7 E=-1.00438035 P=0.80736848 dP=-0.19229041 r12=8.12821608 Vg=0.00082206 norm=1.00000000 rank=26/256 sv_max=1.96e+03 resid=1.08e-01
progress N=2 step 16500/277470 5.9% t=97.92987 eta_s=55946.5 E=-1.00334179 P=0.80653719 dP=-0.19312170 r12=8.12880091 Vg=0.00082352 norm=1.00000000 rank=26/256 sv_max=2.00e+03 resid=1.11e-01
progress N=2 step 16750/277470 6.0% t=98.17987 eta_s=55879.4 E=-1.00230755 P=0.80575355 dP=-0.19390534 r12=8.12841856 Vg=0.00082685 norm=1.00000000 rank=26/256 sv_max=2.20e+03 resid=1.10e-01
progress N=2 step 17000/277470 6.1% t=98.42987 eta_s=55833.8 E=-1.00127747 P=0.80499810 dP=-0.19466079 r12=8.12754246 Vg=0.00083313 norm=1.00000000 rank=26/256 sv_max=2.41e+03 resid=1.04e-01
progress N=2 step 17250/277470 6.2% t=98.67987 eta_s=55778.5 E=-1.00025151 P=0.80427439 dP=-0.19538450 r12=8.12673810 Vg=0.00084095 norm=1.00000000 rank=26/256 sv_max=2.46e+03 resid=1.00e-01
progress N=2 step 17500/277470 6.3% t=98.92987 eta_s=55684.8 E=-0.99922990 P=0.80357015 dP=-0.19608874 r12=8.12621784 Vg=0.00084828 norm=1.00000000 rank=26/256 sv_max=2.32e+03 resid=1.08e-01
progress N=2 step 17750/277470 6.4% t=99.17987 eta_s=55624.4 E=-0.99821280 P=0.80289381 dP=-0.19676508 r12=8.12590531 Vg=0.00085418 norm=1.00000000 rank=26/256 sv_max=2.14e+03 resid=1.27e-01
progress N=2 step 18000/277470 6.5% t=99.42987 eta_s=55579.5 E=-0.99719970 P=0.80228771 dP=-0.19737118 r12=8.12555857 Vg=0.00085938 norm=1.00000000 rank=26/256 sv_max=2.16e+03 resid=1.48e-01
progress N=2 step 18250/277470 6.6% t=99.67987 eta_s=55539.1 E=-0.99618994 P=0.80178109 dP=-0.19787780 r12=8.12506306 Vg=0.00086733 norm=1.00000000 rank=26/256 sv_max=2.46e+03 resid=1.64e-01
progress N=2 step 18500/277470 6.7% t=99.92987 eta_s=55487.3 E=-0.99518282 P=0.80133738 dP=-0.19832151 r12=8.12457680 Vg=0.00087779 norm=1.00000000 rank=25/256 sv_max=2.79e+03 resid=1.73e-01
progress N=2 step 18750/277470 6.8% t=100.17987 eta_s=55422.9 E=-0.99417783 P=0.80093213 dP=-0.19872677 r12=8.12420248 Vg=0.00088669 norm=1.00000000 rank=25/256 sv_max=2.72e+03 resid=1.70e-01
progress N=2 step 19000/277470 6.8% t=100.42987 eta_s=55366.5 E=-0.99317482 P=0.80054908 dP=-0.19910981 r12=8.12385560 Vg=0.00089247 norm=1.00000000 rank=25/256 sv_max=2.42e+03 resid=1.70e-01
progress N=2 step 19250/277470 6.9% t=100.60496 eta_s=55324.2 E=-0.99247387 P=0.80030093 dP=-0.19935796 r12=8.12350969 Vg=0.00089559 norm=1.00000000 rank=26/256 sv_max=2.35e+03 resid=1.68e-01
progress N=2 step 19500/277470 7.0% t=100.72996 eta_s=55279.1 E=-0.99197392 P=0.80012459 dP=-0.19953431 r12=8.12314976 Vg=0.00089779 norm=1.00000000 rank=26/256 sv_max=2.38e+03 resid=1.69e-01
progress N=2 step 19750/277470 7.1% t=100.85496 eta_s=55228.7 E=-0.99147491 P=0.79994602 dP=-0.19971287 r12=8.12268366 Vg=0.00089981 norm=1.00000000 rank=26/256 sv_max=2.38e+03 resid=1.72e-01
progress N=2 step 20000/277470 7.2% t=100.97996 eta_s=55189.7 E=-0.99097611 P=0.79977598 dP=-0.19988291 r12=8.12209701 Vg=0.00090191 norm=1.00000000 rank=26/256 sv_max=2.35e+03 resid=1.76e-01
progress N=2 step 20250/277470 7.3% t=101.10496 eta_s=55136.6 E=-0.99047844 P=0.79962217 dP=-0.20003672 r12=8.12137313 Vg=0.00090474 norm=1.00000000 rank=26/256 sv_max=2.34e+03 resid=1.73e-01
progress N=2 step 20500/277470 7.4% t=101.22996 eta_s=55062.4 E=-0.98998108 P=0.79948681 dP=-0.20017208 r12=8.12052342 Vg=0.00090919 norm=1.00000000 rank=26/256 sv_max=2.39e+03 resid=1.63e-01
progress N=2 step 20750/277470 7.5% t=101.35496 eta_s=55007.2 E=-0.98948450 P=0.79936612 dP=-0.20029277 r12=8.11958138 Vg=0.00091567 norm=1.00000000 rank=26/256 sv_max=2.50e+03 resid=1.48e-01
progress N=2 step 21000/277470 7.6% t=101.47996 eta_s=54961.6 E=-0.98898861 P=0.79925275 dP=-0.20040614 r12=8.11858644 Vg=0.00092380 norm=1.00000000 rank=25/256 sv_max=2.63e+03 resid=1.33e-01
progress N=2 step 21250/277470 7.7% t=101.60496 eta_s=54901.1 E=-0.98849313 P=0.79913239 dP=-0.20052650 r12=8.11756897 Vg=0.00093231 norm=1.00000000 rank=25/256 sv_max=2.69e+03 resid=1.25e-01
progress N=2 step 21500/277470 7.7% t=101.72996 eta_s=54845.9 E=-0.98799869 P=0.79900420 dP=-0.20065469 r12=8.11651979 Vg=0.00093984 norm=1.00000000 rank=25/256 sv_max=2.63e+03 resid=1.22e-01
progress N=2 step 21750/277470 7.8% t=101.85496 eta_s=54807.0 E=-0.98750445 P=0.79886090 dP=-0.20079799 r12=8.11540540 Vg=0.00094532 norm=1.00000000 rank=25/256 sv_max=2.45e+03 resid=1.25e-01
progress N=2 step 22000/277470 7.9% t=101.97996 eta_s=54760.8 E=-0.98701125 P=0.79870768 dP=-0.20095121 r12=8.11418000 Vg=0.00094871 norm=1.00000000 rank=26/256 sv_max=2.28e+03 resid=1.27e-01
progress N=2 step 22250/277470 8.0% t=102.10496 eta_s=54721.3 E=-0.98651846 P=0.79854958 dP=-0.20110931 r12=8.11281830 Vg=0.00095059 norm=1.00000000 rank=26/256 sv_max=2.28e+03 resid=1.30e-01
progress N=2 step 22500/277470 8.1% t=102.22996 eta_s=54675.7 E=-0.98602637 P=0.79835446 dP=-0.20130443 r12=8.11133920 Vg=0.00095104 norm=1.00000000 rank=25/256 sv_max=2.36e+03 resid=1.34e-01
progress N=2 step 22750/277470 8.2% t=102.35496 eta_s=54625.1 E=-0.98553507 P=0.79813509 dP=-0.20152380 r12=8.10979306 Vg=0.00095053 norm=1.00000000 rank=25/256 sv_max=2.51e+03 resid=1.39e-01
progress N=2 step 23000/277470 8.3% t=102.47996 eta_s=54579.8 E=-0.98504409 P=0.79790059 dP=-0.20175830 r12=8.10820229 Vg=0.00094995 norm=1.00000000 rank=25/256 sv_max=2.75e+03 resid=1.45e-01
progress N=2 step 23250/277470 8.4% t=102.60496 eta_s=54526.7 E=-0.98455428 P=0.79764973 dP=-0.20200916 r12=8.10660031 Vg=0.00094980 norm=1.00000000 rank=25/256 sv_max=3.02e+03 resid=1.49e-01
progress N=2 step 23500/277470 8.5% t=102.72996 eta_s=54479.8 E=-0.98406470 P=0.79738355 dP=-0.20227534 r12=8.10502492 Vg=0.00095041 norm=1.00000000 rank=25/256 sv_max=3.26e+03 resid=1.51e-01
progress N=2 step 23750/277470 8.6% t=102.85496 eta_s=54429.7 E=-0.98357603 P=0.79710624 dP=-0.20255265 r12=8.10351748 Vg=0.00095197 norm=1.00000000 rank=25/256 sv_max=3.40e+03 resid=1.51e-01
progress N=2 step 24000/277470 8.6% t=102.97996 eta_s=54377.4 E=-0.98308787 P=0.79683198 dP=-0.20282691 r12=8.10217815 Vg=0.00095378 norm=1.00000000 rank=24/256 sv_max=3.47e+03 resid=1.47e-01
progress N=2 step 24250/277470 8.7% t=103.10496 eta_s=54313.4 E=-0.98260018 P=0.79656185 dP=-0.20309704 r12=8.10102346 Vg=0.00095558 norm=1.00000000 rank=24/256 sv_max=3.44e+03 resid=1.42e-01
progress N=2 step 24500/277470 8.8% t=103.22996 eta_s=54263.3 E=-0.98211333 P=0.79629420 dP=-0.20336469 r12=8.10001659 Vg=0.00095764 norm=1.00000000 rank=24/256 sv_max=3.34e+03 resid=1.40e-01
progress N=2 step 24750/277470 8.9% t=103.35496 eta_s=54219.6 E=-0.98162662 P=0.79602569 dP=-0.20363321 r12=8.09908785 Vg=0.00096041 norm=1.00000000 rank=24/256 sv_max=3.20e+03 resid=1.42e-01
progress N=2 step 25000/277470 9.0% t=103.47996 eta_s=54152.3 E=-0.98114098 P=0.79574652 dP=-0.20391237 r12=8.09813916 Vg=0.00096442 norm=1.00000000 rank=25/256 sv_max=3.06e+03 resid=1.46e-01
progress N=2 step 25250/277470 9.1% t=103.60496 eta_s=54074.5 E=-0.98065561 P=0.79546539 dP=-0.20419350 r12=8.09719171 Vg=0.00096815 norm=1.00000000 rank=25/256 sv_max=2.94e+03 resid=1.56e-01
progress N=2 step 25500/277470 9.2% t=103.72996 eta_s=53993.8 E=-0.98017090 P=0.79519177 dP=-0.20446713 r12=8.09620312 Vg=0.00097110 norm=1.00000000 rank=25/256 sv_max=2.85e+03 resid=1.69e-01
progress N=2 step 25750/277470 9.3% t=103.85496 eta_s=53936.0 E=-0.97968685 P=0.79493308 dP=-0.20472581 r12=8.09511864 Vg=0.00097342 norm=1.00000000 rank=25/256 sv_max=2.83e+03 resid=1.83e-01
progress N=2 step 26000/277470 9.4% t=103.97996 eta_s=53890.7 E=-0.97920310 P=0.79469580 dP=-0.20496309 r12=8.09390989 Vg=0.00097551 norm=1.00000000 rank=25/256 sv_max=2.88e+03 resid=2.00e-01
progress N=2 step 26250/277470 9.5% t=104.10496 eta_s=53837.0 E=-0.97872045 P=0.79448362 dP=-0.20517527 r12=8.09257860 Vg=0.00097802 norm=1.00000000 rank=25/256 sv_max=2.99e+03 resid=2.17e-01
progress N=2 step 26500/277470 9.6% t=104.22996 eta_s=53792.3 E=-0.97823801 P=0.79429798 dP=-0.20536091 r12=8.09114579 Vg=0.00098160 norm=1.00000000 rank=25/256 sv_max=3.17e+03 resid=2.29e-01
progress N=2 step 26750/277470 9.6% t=104.35496 eta_s=53737.6 E=-0.97775648 P=0.79413725 dP=-0.20552165 r12=8.08962156 Vg=0.00098643 norm=1.00000000 rank=25/256 sv_max=3.36e+03 resid=2.31e-01
progress N=2 step 27000/277470 9.7% t=104.47996 eta_s=53690.6 E=-0.97727543 P=0.79400139 dP=-0.20565750 r12=8.08800831 Vg=0.00099190 norm=1.00000000 rank=24/256 sv_max=3.48e+03 resid=2.22e-01
progress N=2 step 27250/277470 9.8% t=104.60496 eta_s=53637.4 E=-0.97679476 P=0.79389588 dP=-0.20576301 r12=8.08633193 Vg=0.00099669 norm=1.00000000 rank=24/256 sv_max=3.48e+03 resid=2.08e-01
progress N=2 step 27500/277470 9.9% t=104.72996 eta_s=53570.7 E=-0.97631482 P=0.79381038 dP=-0.20584851 r12=8.08453143 Vg=0.00100058 norm=1.00000000 rank=24/256 sv_max=3.34e+03 resid=1.97e-01
progress N=2 step 27750/277470 10.0% t=104.85496 eta_s=53522.6 E=-0.97583497 P=0.79372941 dP=-0.20592948 r12=8.08252199 Vg=0.00100463 norm=1.00000000 rank=25/256 sv_max=3.15e+03 resid=1.86e-01
