job_id=606189
array_job_id=606186
array_task_id=0
job_name=vs3n2fu4
partition=epyc
node_list=doom
excluded_nodes=bar
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=32
mem_per_node=16384
binary=./build/ecg1d_vs3_n2_dt0005_full
case_label=gauss_sigma2p000
mode=gauss
sigma=2.0
planning_estimate=full-cycle dt/20 fixed dt=0.0005, estimated 1005310 steps; 32-core estimate gauss ~64.2 h; requested walltime 96 h
progress N=2 step 7500/1005310 0.7% t=3.75000 eta_s=675222.9 E=-2.13252000 P=0.98167946 dP=-0.01797943 r12=8.04537602 Vg=0.00000238 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=1.11e-02
progress N=2 step 7750/1005310 0.8% t=3.87500 eta_s=675160.3 E=-2.13126313 P=0.98135545 dP=-0.01830344 r12=8.04541477 Vg=0.00000238 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=1.25e-02
progress N=2 step 8000/1005310 0.8% t=4.00000 eta_s=675100.3 E=-2.12995992 P=0.98110493 dP=-0.01855396 r12=8.04546386 Vg=0.00000238 norm=1.00000000 rank=36/256 sv_max=1.00e+02 resid=1.50e-02
progress N=2 step 8250/1005310 0.8% t=4.12500 eta_s=675034.5 E=-2.12860888 P=0.98091972 dP=-0.01873917 r12=8.04551452 Vg=0.00000235 norm=1.00000000 rank=36/256 sv_max=1.04e+02 resid=1.85e-02
progress N=2 step 8500/1005310 0.8% t=4.25000 eta_s=674608.8 E=-2.12720870 P=0.98079088 dP=-0.01886801 r12=8.04555651 Vg=0.00000231 norm=1.00000000 rank=37/256 sv_max=1.07e+02 resid=2.29e-02
progress N=2 step 8750/1005310 0.9% t=4.37500 eta_s=673961.3 E=-2.12575834 P=0.98070608 dP=-0.01895281 r12=8.04557813 Vg=0.00000229 norm=1.00000000 rank=37/256 sv_max=1.04e+02 resid=2.97e-02
progress N=2 step 9000/1005310 0.9% t=4.50000 eta_s=673792.8 E=-2.12425742 P=0.98065192 dP=-0.01900697 r12=8.04557965 Vg=0.00000229 norm=1.00000000 rank=37/256 sv_max=9.89e+01 resid=4.15e-02
progress N=2 step 9250/1005310 0.9% t=4.62500 eta_s=673163.3 E=-2.12270591 P=0.98061559 dP=-0.01904330 r12=8.04557446 Vg=0.00000231 norm=1.00000000 rank=37/256 sv_max=9.83e+01 resid=5.76e-02
progress N=2 step 9500/1005310 0.9% t=4.75000 eta_s=673015.0 E=-2.12110404 P=0.98058556 dP=-0.01907333 r12=8.04557555 Vg=0.00000232 norm=1.00000000 rank=38/256 sv_max=1.04e+02 resid=5.93e-02
progress N=2 step 9750/1005310 1.0% t=4.87500 eta_s=672679.2 E=-2.11945259 P=0.98055192 dP=-0.01910698 r12=8.04557573 Vg=0.00000228 norm=1.00000000 rank=37/256 sv_max=1.06e+02 resid=4.78e-02
progress N=2 step 10000/1005310 1.0% t=5.00000 eta_s=672345.7 E=-2.11775237 P=0.98050382 dP=-0.01915507 r12=8.04557139 Vg=0.00000219 norm=1.00000000 rank=37/256 sv_max=1.02e+02 resid=3.71e-02
progress N=2 step 10250/1005310 1.0% t=5.12500 eta_s=671943.2 E=-2.11600451 P=0.98042821 dP=-0.01923068 r12=8.04556737 Vg=0.00000211 norm=1.00000000 rank=37/256 sv_max=9.64e+01 resid=3.05e-02
progress N=2 step 10500/1005310 1.0% t=5.25000 eta_s=671787.2 E=-2.11421065 P=0.98031179 dP=-0.01934710 r12=8.04555934 Vg=0.00000206 norm=1.00000000 rank=36/256 sv_max=9.62e+01 resid=2.43e-02
progress N=2 step 10750/1005310 1.1% t=5.37500 eta_s=671623.3 E=-2.11237259 P=0.98014483 dP=-0.01951406 r12=8.04555040 Vg=0.00000207 norm=1.00000000 rank=35/256 sv_max=1.00e+02 resid=2.01e-02
progress N=2 step 11000/1005310 1.1% t=5.50000 eta_s=670892.2 E=-2.11049230 P=0.97992046 dP=-0.01973844 r12=8.04554811 Vg=0.00000210 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=1.63e-02
progress N=2 step 11250/1005310 1.1% t=5.62500 eta_s=670595.8 E=-2.10857211 P=0.97963404 dP=-0.02002485 r12=8.04554919 Vg=0.00000211 norm=1.00000000 rank=35/256 sv_max=9.91e+01 resid=1.36e-02
progress N=2 step 11500/1005310 1.1% t=5.75000 eta_s=670512.3 E=-2.10661420 P=0.97928153 dP=-0.02037736 r12=8.04556013 Vg=0.00000207 norm=1.00000000 rank=35/256 sv_max=9.76e+01 resid=1.18e-02
progress N=2 step 11750/1005310 1.2% t=5.87500 eta_s=670365.6 E=-2.10462081 P=0.97885871 dP=-0.02080018 r12=8.04558122 Vg=0.00000202 norm=1.00000000 rank=35/256 sv_max=1.01e+02 resid=1.08e-02
progress N=2 step 12000/1005310 1.2% t=6.00000 eta_s=670108.0 E=-2.10259445 P=0.97836351 dP=-0.02129538 r12=8.04560567 Vg=0.00000198 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=1.00e-02
progress N=2 step 12250/1005310 1.2% t=6.12500 eta_s=669899.1 E=-2.10053772 P=0.97779606 dP=-0.02186283 r12=8.04562723 Vg=0.00000199 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=8.97e-03
progress N=2 step 12500/1005310 1.2% t=6.25000 eta_s=669687.8 E=-2.09845292 P=0.97715803 dP=-0.02250086 r12=8.04565017 Vg=0.00000203 norm=1.00000000 rank=35/256 sv_max=9.84e+01 resid=8.46e-03
progress N=2 step 12750/1005310 1.3% t=6.37500 eta_s=669508.6 E=-2.09634263 P=0.97645337 dP=-0.02320552 r12=8.04568362 Vg=0.00000208 norm=1.00000000 rank=35/256 sv_max=1.00e+02 resid=8.30e-03
progress N=2 step 13000/1005310 1.3% t=6.50000 eta_s=669143.7 E=-2.09420900 P=0.97568874 dP=-0.02397015 r12=8.04572646 Vg=0.00000211 norm=1.00000000 rank=35/256 sv_max=1.06e+02 resid=8.24e-03
progress N=2 step 13250/1005310 1.3% t=6.62500 eta_s=669009.9 E=-2.09205388 P=0.97487231 dP=-0.02478658 r12=8.04577425 Vg=0.00000214 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=8.20e-03
progress N=2 step 13500/1005310 1.3% t=6.75000 eta_s=668696.0 E=-2.08987934 P=0.97401313 dP=-0.02564576 r12=8.04583051 Vg=0.00000216 norm=1.00000000 rank=35/256 sv_max=9.75e+01 resid=8.22e-03
progress N=2 step 13750/1005310 1.4% t=6.87500 eta_s=668599.4 E=-2.08768713 P=0.97312093 dP=-0.02653796 r12=8.04590488 Vg=0.00000217 norm=1.00000000 rank=36/256 sv_max=9.34e+01 resid=8.16e-03
progress N=2 step 14000/1005310 1.4% t=7.00000 eta_s=668371.0 E=-2.08547860 P=0.97220633 dP=-0.02745257 r12=8.04600114 Vg=0.00000218 norm=1.00000000 rank=35/256 sv_max=9.97e+01 resid=8.66e-03
progress N=2 step 14250/1005310 1.4% t=7.12500 eta_s=668224.0 E=-2.08325494 P=0.97128248 dP=-0.02837641 r12=8.04610499 Vg=0.00000219 norm=1.00000000 rank=35/256 sv_max=1.07e+02 resid=8.84e-03
progress N=2 step 14500/1005310 1.4% t=7.25000 eta_s=668065.3 E=-2.08101699 P=0.97036200 dP=-0.02929689 r12=8.04620229 Vg=0.00000221 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=8.96e-03
progress N=2 step 14750/1005310 1.5% t=7.37500 eta_s=667929.8 E=-2.07876483 P=0.96945584 dP=-0.03020305 r12=8.04628842 Vg=0.00000227 norm=1.00000000 rank=35/256 sv_max=9.77e+01 resid=9.32e-03
progress N=2 step 15000/1005310 1.5% t=7.50000 eta_s=667691.3 E=-2.07649835 P=0.96857412 dP=-0.03108477 r12=8.04635970 Vg=0.00000237 norm=1.00000000 rank=35/256 sv_max=9.46e+01 resid=9.44e-03
