job_id=606188
array_job_id=606188
array_task_id=1
job_name=vs3n2fu2
partition=epyc
node_list=fov
excluded_nodes=bar
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=32
mem_per_node=16384
binary=./build/ecg1d_vs3_n2_dt0005_full
case_label=gauss_sigma1p000
mode=gauss
sigma=1.0
planning_estimate=full-cycle dt/20 fixed dt=0.0005, estimated 1005310 steps; 32-core estimate gauss ~64.2 h; requested walltime 96 h
progress N=2 step 11500/1005310 1.1% t=5.75000 eta_s=404815.0 E=-2.10661510 P=0.97927966 dP=-0.02037923 r12=8.04554988 Vg=0.00000090 norm=1.00000000 rank=35/256 sv_max=9.77e+01 resid=1.17e-02
progress N=2 step 11750/1005310 1.2% t=5.87500 eta_s=404548.9 E=-2.10462176 P=0.97885605 dP=-0.02080284 r12=8.04556370 Vg=0.00000086 norm=1.00000000 rank=35/256 sv_max=1.01e+02 resid=1.08e-02
progress N=2 step 12000/1005310 1.2% t=6.00000 eta_s=404489.1 E=-2.10259549 P=0.97836011 dP=-0.02129878 r12=8.04558087 Vg=0.00000085 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=9.98e-03
progress N=2 step 12250/1005310 1.2% t=6.12500 eta_s=404408.3 E=-2.10053887 P=0.97779206 dP=-0.02186683 r12=8.04559571 Vg=0.00000088 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=8.95e-03
progress N=2 step 12500/1005310 1.2% t=6.25000 eta_s=404212.3 E=-2.09845421 P=0.97715356 dP=-0.02250533 r12=8.04561290 Vg=0.00000093 norm=1.00000000 rank=35/256 sv_max=9.83e+01 resid=8.45e-03
progress N=2 step 12750/1005310 1.3% t=6.37500 eta_s=403846.7 E=-2.09634405 P=0.97644860 dP=-0.02321029 r12=8.04564187 Vg=0.00000097 norm=1.00000000 rank=35/256 sv_max=1.00e+02 resid=8.29e-03
progress N=2 step 13000/1005310 1.3% t=6.50000 eta_s=403786.0 E=-2.09421057 P=0.97568383 dP=-0.02397506 r12=8.04568168 Vg=0.00000099 norm=1.00000000 rank=35/256 sv_max=1.06e+02 resid=8.24e-03
progress N=2 step 13250/1005310 1.3% t=6.62500 eta_s=403729.1 E=-2.09205560 P=0.97486741 dP=-0.02479148 r12=8.04572801 Vg=0.00000098 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=8.19e-03
progress N=2 step 13500/1005310 1.3% t=6.75000 eta_s=403679.7 E=-2.08988119 P=0.97400840 dP=-0.02565049 r12=8.04578453 Vg=0.00000097 norm=1.00000000 rank=35/256 sv_max=9.75e+01 resid=8.20e-03
progress N=2 step 13750/1005310 1.4% t=6.87500 eta_s=403517.6 E=-2.08768910 P=0.97311656 dP=-0.02654233 r12=8.04586111 Vg=0.00000095 norm=1.00000000 rank=36/256 sv_max=9.34e+01 resid=8.14e-03
progress N=2 step 14000/1005310 1.4% t=7.00000 eta_s=403383.0 E=-2.08548066 P=0.97220256 dP=-0.02745633 r12=8.04596166 Vg=0.00000093 norm=1.00000000 rank=35/256 sv_max=9.97e+01 resid=8.65e-03
progress N=2 step 14250/1005310 1.4% t=7.12500 eta_s=403331.5 E=-2.08325707 P=0.97127954 dP=-0.02837935 r12=8.04607190 Vg=0.00000091 norm=1.00000000 rank=35/256 sv_max=1.07e+02 resid=8.83e-03
progress N=2 step 14500/1005310 1.4% t=7.25000 eta_s=403258.6 E=-2.08101915 P=0.97036004 dP=-0.02929885 r12=8.04617746 Vg=0.00000090 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=8.96e-03
progress N=2 step 14750/1005310 1.5% t=7.37500 eta_s=402835.3 E=-2.07876699 P=0.96945493 dP=-0.03020396 r12=8.04627327 Vg=0.00000089 norm=1.00000000 rank=35/256 sv_max=9.76e+01 resid=9.32e-03
progress N=2 step 15000/1005310 1.5% t=7.50000 eta_s=402715.1 E=-2.07650049 P=0.96857425 dP=-0.03108464 r12=8.04635503 Vg=0.00000091 norm=1.00000000 rank=35/256 sv_max=9.46e+01 resid=9.46e-03
progress N=2 step 15250/1005310 1.5% t=7.62500 eta_s=402616.4 E=-2.07421932 P=0.96772969 dP=-0.03192920 r12=8.04642033 Vg=0.00000093 norm=1.00000000 rank=35/256 sv_max=9.99e+01 resid=9.86e-03
progress N=2 step 15500/1005310 1.5% t=7.75000 eta_s=402474.2 E=-2.07192256 P=0.96693403 dP=-0.03272486 r12=8.04646268 Vg=0.00000094 norm=1.00000000 rank=35/256 sv_max=1.03e+02 resid=1.01e-02
progress N=2 step 15750/1005310 1.6% t=7.87500 eta_s=402352.8 E=-2.06960909 P=0.96619882 dP=-0.03346007 r12=8.04647741 Vg=0.00000091 norm=1.00000000 rank=36/256 sv_max=1.01e+02 resid=9.95e-03
progress N=2 step 16000/1005310 1.6% t=8.00000 eta_s=402241.1 E=-2.06727765 P=0.96553022 dP=-0.03412867 r12=8.04646455 Vg=0.00000086 norm=1.00000000 rank=35/256 sv_max=9.71e+01 resid=1.05e-02
progress N=2 step 16250/1005310 1.6% t=8.12500 eta_s=402109.3 E=-2.06492661 P=0.96493181 dP=-0.03472708 r12=8.04642805 Vg=0.00000082 norm=1.00000000 rank=35/256 sv_max=9.96e+01 resid=1.10e-02
progress N=2 step 16500/1005310 1.6% t=8.25000 eta_s=401993.0 E=-2.06255435 P=0.96440474 dP=-0.03525415 r12=8.04636377 Vg=0.00000080 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=1.17e-02
progress N=2 step 16750/1005310 1.7% t=8.37500 eta_s=401751.4 E=-2.06015962 P=0.96394961 dP=-0.03570929 r12=8.04627134 Vg=0.00000082 norm=1.00000000 rank=35/256 sv_max=1.03e+02 resid=1.26e-02
progress N=2 step 17000/1005310 1.7% t=8.50000 eta_s=401644.4 E=-2.05774115 P=0.96356602 dP=-0.03609287 r12=8.04616224 Vg=0.00000086 norm=1.00000000 rank=35/256 sv_max=9.74e+01 resid=1.37e-02
progress N=2 step 17250/1005310 1.7% t=8.62500 eta_s=401406.1 E=-2.05529767 P=0.96325205 dP=-0.03640684 r12=8.04605864 Vg=0.00000089 norm=1.00000000 rank=35/256 sv_max=9.58e+01 resid=1.52e-02
progress N=2 step 17500/1005310 1.7% t=8.75000 eta_s=401254.3 E=-2.05282824 P=0.96300473 dP=-0.03665416 r12=8.04597258 Vg=0.00000088 norm=1.00000000 rank=35/256 sv_max=1.01e+02 resid=1.73e-02
progress N=2 step 17750/1005310 1.8% t=8.87500 eta_s=400997.5 E=-2.05033199 P=0.96282072 dP=-0.03683817 r12=8.04590111 Vg=0.00000086 norm=1.00000000 rank=34/256 sv_max=1.04e+02 resid=1.98e-02
progress N=2 step 18000/1005310 1.8% t=9.00000 eta_s=400908.1 E=-2.04780809 P=0.96269352 dP=-0.03696537 r12=8.04583956 Vg=0.00000084 norm=1.00000000 rank=34/256 sv_max=1.00e+02 resid=2.22e-02
progress N=2 step 18250/1005310 1.8% t=9.12500 eta_s=400847.8 E=-2.04525605 P=0.96261468 dP=-0.03704421 r12=8.04578553 Vg=0.00000083 norm=1.00000000 rank=35/256 sv_max=9.46e+01 resid=2.58e-02
progress N=2 step 18500/1005310 1.8% t=9.25000 eta_s=400549.2 E=-2.04267578 P=0.96257453 dP=-0.03708436 r12=8.04574161 Vg=0.00000083 norm=1.00000000 rank=35/256 sv_max=9.65e+01 resid=3.34e-02
progress N=2 step 18750/1005310 1.9% t=9.37500 eta_s=400469.9 E=-2.04006704 P=0.96256382 dP=-0.03709507 r12=8.04570939 Vg=0.00000084 norm=1.00000000 rank=34/256 sv_max=1.05e+02 resid=4.73e-02
progress N=2 step 19000/1005310 1.9% t=9.50000 eta_s=400396.2 E=-2.03742975 P=0.96257342 dP=-0.03708547 r12=8.04568230 Vg=0.00000086 norm=1.00000000 rank=34/256 sv_max=1.08e+02 resid=6.48e-02
progress N=2 step 19250/1005310 1.9% t=9.62500 eta_s=400051.3 E=-2.03476435 P=0.96259196 dP=-0.03706693 r12=8.04565637 Vg=0.00000089 norm=1.00000000 rank=34/256 sv_max=1.02e+02 resid=7.16e-02
progress N=2 step 19500/1005310 1.9% t=9.75000 eta_s=399991.0 E=-2.03207127 P=0.96260730 dP=-0.03705159 r12=8.04564000 Vg=0.00000093 norm=1.00000000 rank=34/256 sv_max=9.48e+01 resid=5.68e-02
progress N=2 step 19750/1005310 2.0% t=9.87500 eta_s=399919.6 E=-2.02935119 P=0.96260714 dP=-0.03705175 r12=8.04564482 Vg=0.00000096 norm=1.00000000 rank=34/256 sv_max=9.66e+01 resid=4.31e-02
progress N=2 step 20000/1005310 2.0% t=10.00000 eta_s=399828.1 E=-2.02660521 P=0.96258151 dP=-0.03707738 r12=8.04567592 Vg=0.00000097 norm=1.00000000 rank=34/256 sv_max=1.04e+02 resid=3.47e-02
progress N=2 step 20250/1005310 2.0% t=10.12500 eta_s=399757.3 E=-2.02383480 P=0.96252221 dP=-0.03713668 r12=8.04572854 Vg=0.00000096 norm=1.00000000 rank=35/256 sv_max=1.07e+02 resid=2.70e-02
progress N=2 step 20500/1005310 2.0% t=10.25000 eta_s=399629.4 E=-2.02104145 P=0.96241984 dP=-0.03723905 r12=8.04580161 Vg=0.00000093 norm=1.00000000 rank=35/256 sv_max=1.03e+02 resid=2.26e-02
progress N=2 step 20750/1005310 2.1% t=10.37500 eta_s=399425.8 E=-2.01822654 P=0.96226484 dP=-0.03739405 r12=8.04589624 Vg=0.00000091 norm=1.00000000 rank=35/256 sv_max=9.72e+01 resid=1.98e-02
progress N=2 step 21000/1005310 2.1% t=10.50000 eta_s=399309.7 E=-2.01539207 P=0.96204794 dP=-0.03761095 r12=8.04600709 Vg=0.00000090 norm=1.00000000 rank=35/256 sv_max=9.84e+01 resid=1.75e-02
progress N=2 step 21250/1005310 2.1% t=10.62500 eta_s=399077.8 E=-2.01254018 P=0.96176333 dP=-0.03789556 r12=8.04612709 Vg=0.00000090 norm=1.00000000 rank=35/256 sv_max=1.03e+02 resid=1.58e-02
progress N=2 step 21500/1005310 2.1% t=10.75000 eta_s=398899.0 E=-2.00967282 P=0.96140844 dP=-0.03825045 r12=8.04625314 Vg=0.00000091 norm=1.00000000 rank=34/256 sv_max=1.03e+02 resid=1.43e-02
progress N=2 step 21750/1005310 2.2% t=10.87500 eta_s=398806.2 E=-2.00679212 P=0.96098151 dP=-0.03867739 r12=8.04639137 Vg=0.00000089 norm=1.00000000 rank=35/256 sv_max=1.00e+02 resid=1.27e-02
progress N=2 step 22000/1005310 2.2% t=11.00000 eta_s=398698.9 E=-2.00390074 P=0.96048164 dP=-0.03917725 r12=8.04654474 Vg=0.00000086 norm=1.00000000 rank=34/256 sv_max=1.00e+02 resid=1.21e-02
progress N=2 step 22250/1005310 2.2% t=11.12500 eta_s=398446.2 E=-2.00100043 P=0.95991054 dP=-0.03974835 r12=8.04670967 Vg=0.00000082 norm=1.00000000 rank=34/256 sv_max=1.05e+02 resid=1.15e-02
progress N=2 step 22500/1005310 2.2% t=11.25000 eta_s=398345.8 E=-1.99809323 P=0.95927233 dP=-0.04038657 r12=8.04687262 Vg=0.00000081 norm=1.00000000 rank=34/256 sv_max=1.07e+02 resid=1.08e-02
progress N=2 step 22750/1005310 2.3% t=11.37500 eta_s=398249.3 E=-1.99518106 P=0.95857327 dP=-0.04108562 r12=8.04702093 Vg=0.00000084 norm=1.00000000 rank=34/256 sv_max=1.03e+02 resid=1.03e-02
progress N=2 step 23000/1005310 2.3% t=11.50000 eta_s=398157.2 E=-1.99226570 P=0.95782092 dP=-0.04183797 r12=8.04715115 Vg=0.00000089 norm=1.00000000 rank=34/256 sv_max=9.73e+01 resid=9.98e-03
progress N=2 step 23250/1005310 2.3% t=11.62500 eta_s=398055.7 E=-1.98934846 P=0.95702384 dP=-0.04263505 r12=8.04727026 Vg=0.00000094 norm=1.00000000 rank=34/256 sv_max=9.87e+01 resid=9.84e-03
progress N=2 step 23500/1005310 2.3% t=11.75000 eta_s=397937.4 E=-1.98643043 P=0.95619349 dP=-0.04346540 r12=8.04738033 Vg=0.00000097 norm=1.00000000 rank=34/256 sv_max=1.06e+02 resid=9.90e-03
progress N=2 step 23750/1005310 2.4% t=11.87500 eta_s=397840.4 E=-1.98351261 P=0.95534340 dP=-0.04431549 r12=8.04747902 Vg=0.00000098 norm=1.00000000 rank=34/256 sv_max=1.08e+02 resid=9.66e-03
progress N=2 step 24000/1005310 2.4% t=12.00000 eta_s=397755.0 E=-1.98059576 P=0.95448577 dP=-0.04517313 r12=8.04756861 Vg=0.00000097 norm=1.00000000 rank=34/256 sv_max=1.02e+02 resid=9.78e-03
progress N=2 step 24250/1005310 2.4% t=12.12500 eta_s=397596.6 E=-1.97768002 P=0.95363168 dP=-0.04602721 r12=8.04765065 Vg=0.00000095 norm=1.00000000 rank=35/256 sv_max=9.78e+01 resid=1.02e-02
progress N=2 step 24500/1005310 2.4% t=12.25000 eta_s=397481.8 E=-1.97476593 P=0.95279052 dP=-0.04686837 r12=8.04773307 Vg=0.00000091 norm=1.00000000 rank=34/256 sv_max=1.02e+02 resid=1.09e-02
progress N=2 step 24750/1005310 2.5% t=12.37500 eta_s=397382.2 E=-1.97185359 P=0.95197330 dP=-0.04768560 r12=8.04781149 Vg=0.00000088 norm=1.00000000 rank=34/256 sv_max=1.10e+02 resid=1.16e-02
progress N=2 step 25000/1005310 2.5% t=12.50000 eta_s=397288.0 E=-1.96894271 P=0.95119171 dP=-0.04846718 r12=8.04787477 Vg=0.00000088 norm=1.00000000 rank=34/256 sv_max=1.11e+02 resid=1.19e-02
progress N=2 step 25250/1005310 2.5% t=12.62500 eta_s=397137.6 E=-1.96603298 P=0.95045509 dP=-0.04920380 r12=8.04791494 Vg=0.00000088 norm=1.00000000 rank=34/256 sv_max=1.04e+02 resid=1.26e-02
progress N=2 step 25500/1005310 2.5% t=12.75000 eta_s=397011.1 E=-1.96312348 P=0.94977068 dP=-0.04988821 r12=8.04792871 Vg=0.00000090 norm=1.00000000 rank=34/256 sv_max=9.83e+01 resid=1.33e-02
progress N=2 step 25750/1005310 2.6% t=12.87500 eta_s=396758.1 E=-1.96021344 P=0.94914429 dP=-0.05051460 r12=8.04791170 Vg=0.00000090 norm=1.00000000 rank=34/256 sv_max=1.02e+02 resid=1.40e-02
progress N=2 step 26000/1005310 2.6% t=13.00000 eta_s=396687.4 E=-1.95730178 P=0.94858283 dP=-0.05107606 r12=8.04786428 Vg=0.00000089 norm=1.00000000 rank=34/256 sv_max=1.10e+02 resid=1.45e-02
progress N=2 step 26250/1005310 2.6% t=13.12500 eta_s=396568.7 E=-1.95438732 P=0.94809213 dP=-0.05156676 r12=8.04778538 Vg=0.00000087 norm=1.00000000 rank=34/256 sv_max=1.11e+02 resid=1.48e-02
progress N=2 step 26500/1005310 2.6% t=13.25000 eta_s=396439.4 E=-1.95146875 P=0.94767400 dP=-0.05198489 r12=8.04767390 Vg=0.00000084 norm=1.00000000 rank=34/256 sv_max=1.05e+02 resid=1.61e-02
progress N=2 step 26750/1005310 2.7% t=13.37500 eta_s=396370.0 E=-1.94854503 P=0.94732768 dP=-0.05233121 r12=8.04753647 Vg=0.00000084 norm=1.00000000 rank=34/256 sv_max=9.96e+01 resid=1.83e-02
progress N=2 step 27000/1005310 2.7% t=13.50000 eta_s=396310.2 E=-1.94561495 P=0.94705056 dP=-0.05260833 r12=8.04737702 Vg=0.00000087 norm=1.00000000 rank=34/256 sv_max=1.03e+02 resid=1.98e-02
progress N=2 step 27250/1005310 2.7% t=13.62500 eta_s=396137.2 E=-1.94267738 P=0.94684020 dP=-0.05281869 r12=8.04719608 Vg=0.00000094 norm=1.00000000 rank=34/256 sv_max=1.08e+02 resid=2.17e-02
progress N=2 step 27500/1005310 2.7% t=13.75000 eta_s=396041.8 E=-1.93973145 P=0.94669390 dP=-0.05296499 r12=8.04699745 Vg=0.00000103 norm=1.00000000 rank=34/256 sv_max=1.08e+02 resid=2.38e-02
