job_id=605823
array_job_id=605823
array_task_id=1
job_name=vs3n2st3
partition=epyc
node_list=doom
excluded_nodes=bar
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=32
mem_per_node=16384
binary=./build/ecg1d_vs3_n2_dt001_staged_full
case_label=gauss_sigma1p500
mode=gauss
sigma=1.5
planning_estimate=staged local dt: shoulders dt/10, core dt/20, 277470 steps; 32-core benchmark gauss ~0.23 s/step near s=0.25
progress N=2 step 5000/277470 1.8% t=50.00000 eta_s=58942.9 E=-1.31277871 P=0.88727049 dP=-0.11238840 r12=8.03983843 Vg=0.00001340 norm=1.00000000 rank=33/256 sv_max=2.17e+02 resid=8.89e-02
progress N=2 step 5250/277470 1.9% t=52.50000 eta_s=58890.1 E=-1.28804301 P=0.88188537 dP=-0.11777352 r12=8.04426020 Vg=0.00001429 norm=1.00000000 rank=34/256 sv_max=2.45e+02 resid=6.03e-02
progress N=2 step 5500/277470 2.0% t=55.00000 eta_s=58880.3 E=-1.26494558 P=0.87816526 dP=-0.12149363 r12=8.05944340 Vg=0.00001704 norm=1.00000000 rank=34/256 sv_max=2.60e+02 resid=1.31e-01
progress N=2 step 5750/277470 2.1% t=57.50000 eta_s=58833.4 E=-1.24303748 P=0.87873675 dP=-0.12092214 r12=8.05417929 Vg=0.00001730 norm=1.00000000 rank=34/256 sv_max=2.60e+02 resid=1.35e-01
progress N=2 step 6000/277470 2.2% t=60.00000 eta_s=58830.2 E=-1.22218903 P=0.87613194 dP=-0.12352695 r12=8.04193533 Vg=0.00001463 norm=1.00000000 rank=34/256 sv_max=2.65e+02 resid=1.33e-01
progress N=2 step 6250/277470 2.3% t=62.50000 eta_s=58815.5 E=-1.20248133 P=0.87181038 dP=-0.12784851 r12=8.05022703 Vg=0.00001272 norm=1.00000000 rank=34/256 sv_max=3.11e+02 resid=7.02e-02
progress N=2 step 6500/277470 2.3% t=65.00000 eta_s=58769.8 E=-1.18399401 P=0.86355794 dP=-0.13610095 r12=8.05039478 Vg=0.00001340 norm=1.00000000 rank=33/256 sv_max=5.17e+02 resid=6.01e-02
progress N=2 step 6750/277470 2.4% t=67.50000 eta_s=58750.3 E=-1.16661644 P=0.85963244 dP=-0.14002645 r12=8.07137794 Vg=0.00001197 norm=1.00000000 rank=30/256 sv_max=7.90e+02 resid=1.08e-01
progress N=2 step 7000/277470 2.5% t=70.00000 eta_s=58697.7 E=-1.15003586 P=0.85716422 dP=-0.14249467 r12=8.06744121 Vg=0.00000753 norm=1.00000000 rank=30/256 sv_max=9.79e+02 resid=1.12e-01
progress N=2 step 7250/277470 2.6% t=72.50000 eta_s=58674.9 E=-1.13412877 P=0.85730261 dP=-0.14235628 r12=8.06617291 Vg=0.00000492 norm=1.00000000 rank=29/256 sv_max=1.03e+03 resid=1.54e-01
progress N=2 step 7500/277470 2.7% t=75.00000 eta_s=58620.2 E=-1.11875569 P=0.85560399 dP=-0.14405490 r12=8.05400946 Vg=0.00000650 norm=1.00000000 rank=30/256 sv_max=1.09e+03 resid=1.10e-01
progress N=2 step 7750/277470 2.8% t=77.50000 eta_s=58591.5 E=-1.10409248 P=0.84908360 dP=-0.15057529 r12=8.06013912 Vg=0.00001244 norm=1.00000000 rank=28/256 sv_max=1.19e+03 resid=1.10e-01
progress N=2 step 8000/277470 2.9% t=80.00000 eta_s=58565.6 E=-1.09013775 P=0.84276226 dP=-0.15689663 r12=8.06280766 Vg=0.00001854 norm=1.00000000 rank=29/256 sv_max=1.28e+03 resid=7.25e-02
progress N=2 step 8250/277470 3.0% t=82.50000 eta_s=58485.8 E=-1.07691274 P=0.83439212 dP=-0.16526677 r12=8.06064080 Vg=0.00001847 norm=1.00000000 rank=29/256 sv_max=1.31e+03 resid=1.17e-01
progress N=2 step 8500/277470 3.1% t=85.00000 eta_s=58449.8 E=-1.06426900 P=0.83148956 dP=-0.16816933 r12=8.05062775 Vg=0.00001667 norm=1.00000000 rank=28/256 sv_max=1.50e+03 resid=1.28e-01
progress N=2 step 8750/277470 3.2% t=87.50000 eta_s=58401.6 E=-1.05206081 P=0.82740239 dP=-0.17225650 r12=8.03805666 Vg=0.00001102 norm=1.00000000 rank=28/256 sv_max=1.45e+03 resid=1.36e-01
progress N=2 step 9000/277470 3.2% t=90.00000 eta_s=58337.8 E=-1.04022687 P=0.82632523 dP=-0.17333366 r12=8.03007930 Vg=0.00000949 norm=1.00000000 rank=28/256 sv_max=1.52e+03 resid=1.73e-01
progress N=2 step 9250/277470 3.3% t=90.67987 eta_s=58281.4 E=-1.03705844 P=0.82605747 dP=-0.17360143 r12=8.02849562 Vg=0.00001027 norm=1.00000000 rank=29/256 sv_max=1.48e+03 resid=1.32e-01
progress N=2 step 9500/277470 3.4% t=90.92987 eta_s=58213.2 E=-1.03589860 P=0.82586609 dP=-0.17379280 r12=8.02731538 Vg=0.00001043 norm=1.00000000 rank=29/256 sv_max=1.50e+03 resid=1.34e-01
progress N=2 step 9750/277470 3.5% t=91.17987 eta_s=58193.8 E=-1.03474196 P=0.82561529 dP=-0.17404360 r12=8.02589206 Vg=0.00001060 norm=1.00000000 rank=28/256 sv_max=1.51e+03 resid=1.34e-01
progress N=2 step 10000/277470 3.6% t=91.42987 eta_s=58127.2 E=-1.03358886 P=0.82528228 dP=-0.17437661 r12=8.02442441 Vg=0.00001098 norm=1.00000000 rank=28/256 sv_max=1.53e+03 resid=1.32e-01
progress N=2 step 10250/277470 3.7% t=91.67987 eta_s=58103.4 E=-1.03243958 P=0.82485553 dP=-0.17480336 r12=8.02323068 Vg=0.00001138 norm=1.00000000 rank=28/256 sv_max=1.54e+03 resid=1.30e-01
progress N=2 step 10500/277470 3.8% t=91.92987 eta_s=58060.8 E=-1.03129422 P=0.82433105 dP=-0.17532784 r12=8.02257326 Vg=0.00001167 norm=1.00000000 rank=28/256 sv_max=1.54e+03 resid=1.26e-01
progress N=2 step 10750/277470 3.9% t=92.17987 eta_s=58038.5 E=-1.03015295 P=0.82371807 dP=-0.17594082 r12=8.02259737 Vg=0.00001196 norm=1.00000000 rank=28/256 sv_max=1.53e+03 resid=1.27e-01
progress N=2 step 11000/277470 4.0% t=92.42987 eta_s=58002.6 E=-1.02901598 P=0.82303085 dP=-0.17662804 r12=8.02321907 Vg=0.00001231 norm=1.00000000 rank=28/256 sv_max=1.53e+03 resid=1.40e-01
progress N=2 step 11250/277470 4.1% t=92.67987 eta_s=57968.2 E=-1.02788326 P=0.82229332 dP=-0.17736557 r12=8.02421201 Vg=0.00001270 norm=1.00000000 rank=28/256 sv_max=1.52e+03 resid=1.59e-01
progress N=2 step 11500/277470 4.1% t=92.92987 eta_s=57940.3 E=-1.02675494 P=0.82153166 dP=-0.17812723 r12=8.02528487 Vg=0.00001311 norm=1.00000000 rank=28/256 sv_max=1.51e+03 resid=1.69e-01
progress N=2 step 11750/277470 4.2% t=93.17987 eta_s=57890.5 E=-1.02563112 P=0.82076962 dP=-0.17888927 r12=8.02619738 Vg=0.00001350 norm=1.00000000 rank=29/256 sv_max=1.52e+03 resid=1.72e-01
progress N=2 step 12000/277470 4.3% t=93.42987 eta_s=57858.8 E=-1.02451177 P=0.82003334 dP=-0.17962555 r12=8.02688300 Vg=0.00001404 norm=1.00000000 rank=29/256 sv_max=1.52e+03 resid=1.69e-01
progress N=2 step 12250/277470 4.4% t=93.67987 eta_s=57762.2 E=-1.02339679 P=0.81935006 dP=-0.18030883 r12=8.02738704 Vg=0.00001477 norm=1.00000000 rank=29/256 sv_max=1.51e+03 resid=1.60e-01
progress N=2 step 12500/277470 4.5% t=93.92987 eta_s=57726.4 E=-1.02228602 P=0.81872892 dP=-0.18092997 r12=8.02769976 Vg=0.00001551 norm=1.00000000 rank=29/256 sv_max=1.50e+03 resid=1.51e-01
progress N=2 step 12750/277470 4.6% t=94.17987 eta_s=57649.6 E=-1.02117929 P=0.81816069 dP=-0.18149820 r12=8.02780308 Vg=0.00001632 norm=1.00000000 rank=29/256 sv_max=1.49e+03 resid=1.52e-01
progress N=2 step 13000/277470 4.7% t=94.42987 eta_s=57611.9 E=-1.02007665 P=0.81763365 dP=-0.18202524 r12=8.02781152 Vg=0.00001728 norm=1.00000000 rank=29/256 sv_max=1.48e+03 resid=1.62e-01
progress N=2 step 13250/277470 4.8% t=94.67987 eta_s=57582.8 E=-1.01897822 P=0.81713929 dP=-0.18251960 r12=8.02792746 Vg=0.00001815 norm=1.00000000 rank=29/256 sv_max=1.47e+03 resid=1.73e-01
progress N=2 step 13500/277470 4.9% t=94.92987 eta_s=57517.5 E=-1.01788436 P=0.81666461 dP=-0.18299428 r12=8.02828533 Vg=0.00001879 norm=1.00000000 rank=29/256 sv_max=1.49e+03 resid=1.68e-01
progress N=2 step 13750/277470 5.0% t=95.17987 eta_s=57445.8 E=-1.01679470 P=0.81619232 dP=-0.18346657 r12=8.02892175 Vg=0.00001949 norm=1.00000000 rank=29/256 sv_max=1.53e+03 resid=1.51e-01
progress N=2 step 14000/277470 5.0% t=95.42987 eta_s=57374.5 E=-1.01570897 P=0.81569826 dP=-0.18396063 r12=8.02982675 Vg=0.00002034 norm=1.00000000 rank=28/256 sv_max=1.57e+03 resid=1.37e-01
progress N=2 step 14250/277470 5.1% t=95.67987 eta_s=57342.6 E=-1.01462696 P=0.81515650 dP=-0.18450239 r12=8.03098142 Vg=0.00002122 norm=1.00000000 rank=29/256 sv_max=1.58e+03 resid=1.26e-01
progress N=2 step 14500/277470 5.2% t=95.92987 eta_s=57309.8 E=-1.01354853 P=0.81454675 dP=-0.18511214 r12=8.03228569 Vg=0.00002204 norm=1.00000000 rank=29/256 sv_max=1.58e+03 resid=1.18e-01
progress N=2 step 14750/277470 5.3% t=96.17987 eta_s=57268.4 E=-1.01247373 P=0.81388172 dP=-0.18577718 r12=8.03368205 Vg=0.00002280 norm=1.00000000 rank=29/256 sv_max=1.57e+03 resid=1.11e-01
progress N=2 step 15000/277470 5.4% t=96.42987 eta_s=57232.1 E=-1.01140275 P=0.81317073 dP=-0.18648816 r12=8.03508105 Vg=0.00002352 norm=1.00000000 rank=29/256 sv_max=1.57e+03 resid=1.03e-01
progress N=2 step 15250/277470 5.5% t=96.67987 eta_s=57183.0 E=-1.01033580 P=0.81240398 dP=-0.18725491 r12=8.03638943 Vg=0.00002401 norm=1.00000000 rank=29/256 sv_max=1.58e+03 resid=9.38e-02
progress N=2 step 15500/277470 5.6% t=96.92987 eta_s=57136.1 E=-1.00927315 P=0.81156595 dP=-0.18809294 r12=8.03752159 Vg=0.00002424 norm=1.00000000 rank=29/256 sv_max=1.58e+03 resid=8.71e-02
progress N=2 step 15750/277470 5.7% t=97.17987 eta_s=57082.4 E=-1.00821545 P=0.81066141 dP=-0.18899748 r12=8.03841692 Vg=0.00002429 norm=1.00000000 rank=29/256 sv_max=1.60e+03 resid=8.41e-02
progress N=2 step 16000/277470 5.8% t=97.42987 eta_s=57046.5 E=-1.00716276 P=0.80969886 dP=-0.18996003 r12=8.03903219 Vg=0.00002418 norm=1.00000000 rank=29/256 sv_max=1.59e+03 resid=8.58e-02
progress N=2 step 16250/277470 5.9% t=97.67987 eta_s=56968.9 E=-1.00611529 P=0.80868429 dP=-0.19097460 r12=8.03941402 Vg=0.00002407 norm=1.00000000 rank=28/256 sv_max=1.58e+03 resid=9.05e-02
progress N=2 step 16500/277470 5.9% t=97.92987 eta_s=56913.6 E=-1.00507306 P=0.80765816 dP=-0.19200073 r12=8.03964799 Vg=0.00002403 norm=1.00000000 rank=28/256 sv_max=1.59e+03 resid=9.33e-02
progress N=2 step 16750/277470 6.0% t=98.17987 eta_s=56874.4 E=-1.00403607 P=0.80659924 dP=-0.19305965 r12=8.03961534 Vg=0.00002427 norm=1.00000000 rank=28/256 sv_max=1.63e+03 resid=9.70e-02
progress N=2 step 17000/277470 6.1% t=98.42987 eta_s=56821.5 E=-1.00300429 P=0.80551702 dP=-0.19414187 r12=8.03943778 Vg=0.00002464 norm=1.00000000 rank=28/256 sv_max=1.66e+03 resid=1.01e-01
progress N=2 step 17250/277470 6.2% t=98.67987 eta_s=56761.4 E=-1.00197755 P=0.80441752 dP=-0.19524137 r12=8.03928063 Vg=0.00002503 norm=1.00000000 rank=28/256 sv_max=1.67e+03 resid=1.03e-01
progress N=2 step 17500/277470 6.3% t=98.92987 eta_s=56698.7 E=-1.00095589 P=0.80331266 dP=-0.19634623 r12=8.03932232 Vg=0.00002523 norm=1.00000000 rank=28/256 sv_max=1.66e+03 resid=1.06e-01
progress N=2 step 17750/277470 6.4% t=99.17987 eta_s=56656.2 E=-0.99993938 P=0.80221865 dP=-0.19744024 r12=8.03956854 Vg=0.00002526 norm=1.00000000 rank=28/256 sv_max=1.64e+03 resid=1.13e-01
progress N=2 step 18000/277470 6.5% t=99.42987 eta_s=56609.8 E=-0.99892790 P=0.80115120 dP=-0.19850769 r12=8.03998703 Vg=0.00002509 norm=1.00000000 rank=28/256 sv_max=1.61e+03 resid=1.25e-01
progress N=2 step 18250/277470 6.6% t=99.67987 eta_s=56559.0 E=-0.99792143 P=0.80010541 dP=-0.19955348 r12=8.04055434 Vg=0.00002461 norm=1.00000000 rank=28/256 sv_max=1.60e+03 resid=1.43e-01
progress N=2 step 18500/277470 6.7% t=99.92987 eta_s=56509.3 E=-0.99691978 P=0.79910651 dP=-0.20055238 r12=8.04126906 Vg=0.00002386 norm=1.00000000 rank=28/256 sv_max=1.62e+03 resid=1.59e-01
progress N=2 step 18750/277470 6.8% t=100.17987 eta_s=56457.3 E=-0.99592268 P=0.79816089 dP=-0.20149800 r12=8.04200806 Vg=0.00002328 norm=1.00000000 rank=28/256 sv_max=1.64e+03 resid=1.65e-01
progress N=2 step 19000/277470 6.8% t=100.42987 eta_s=56414.5 E=-0.99492998 P=0.79728387 dP=-0.20237502 r12=8.04265466 Vg=0.00002303 norm=1.00000000 rank=28/256 sv_max=1.64e+03 resid=1.59e-01
progress N=2 step 19250/277470 6.9% t=100.60496 eta_s=56361.6 E=-0.99423752 P=0.79670824 dP=-0.20295065 r12=8.04300360 Vg=0.00002295 norm=1.00000000 rank=28/256 sv_max=1.64e+03 resid=1.49e-01
progress N=2 step 19500/277470 7.0% t=100.72996 eta_s=56320.1 E=-0.99374417 P=0.79631220 dP=-0.20334669 r12=8.04318322 Vg=0.00002291 norm=1.00000000 rank=28/256 sv_max=1.63e+03 resid=1.41e-01
progress N=2 step 19750/277470 7.1% t=100.85496 eta_s=56275.9 E=-0.99325214 P=0.79592587 dP=-0.20373302 r12=8.04329129 Vg=0.00002285 norm=1.00000000 rank=28/256 sv_max=1.63e+03 resid=1.34e-01
progress N=2 step 20000/277470 7.2% t=100.97996 eta_s=56216.6 E=-0.99276066 P=0.79554826 dP=-0.20411063 r12=8.04331586 Vg=0.00002279 norm=1.00000000 rank=28/256 sv_max=1.62e+03 resid=1.29e-01
progress N=2 step 20250/277470 7.3% t=101.10496 eta_s=56164.3 E=-0.99227060 P=0.79517575 dP=-0.20448314 r12=8.04326752 Vg=0.00002271 norm=1.00000000 rank=28/256 sv_max=1.62e+03 resid=1.25e-01
progress N=2 step 20500/277470 7.4% t=101.22996 eta_s=56114.6 E=-0.99178117 P=0.79481463 dP=-0.20484426 r12=8.04315907 Vg=0.00002259 norm=1.00000000 rank=28/256 sv_max=1.62e+03 resid=1.24e-01
progress N=2 step 20750/277470 7.5% t=101.35496 eta_s=56065.5 E=-0.99129281 P=0.79446435 dP=-0.20519454 r12=8.04300217 Vg=0.00002244 norm=1.00000000 rank=28/256 sv_max=1.63e+03 resid=1.23e-01
progress N=2 step 21000/277470 7.6% t=101.47996 eta_s=56006.5 E=-0.99080546 P=0.79412092 dP=-0.20553797 r12=8.04280558 Vg=0.00002230 norm=1.00000000 rank=28/256 sv_max=1.64e+03 resid=1.24e-01
progress N=2 step 21250/277470 7.7% t=101.60496 eta_s=55961.9 E=-0.99031884 P=0.79377603 dP=-0.20588286 r12=8.04258709 Vg=0.00002218 norm=1.00000000 rank=28/256 sv_max=1.66e+03 resid=1.23e-01
progress N=2 step 21500/277470 7.7% t=101.72996 eta_s=55916.4 E=-0.98983362 P=0.79342412 dP=-0.20623477 r12=8.04236586 Vg=0.00002208 norm=1.00000000 rank=28/256 sv_max=1.69e+03 resid=1.23e-01
progress N=2 step 21750/277470 7.8% t=101.85496 eta_s=55865.5 E=-0.98934900 P=0.79306183 dP=-0.20659706 r12=8.04215440 Vg=0.00002199 norm=1.00000000 rank=27/256 sv_max=1.71e+03 resid=1.22e-01
progress N=2 step 22000/277470 7.9% t=101.97996 eta_s=55820.7 E=-0.98886582 P=0.79268611 dP=-0.20697278 r12=8.04195381 Vg=0.00002187 norm=1.00000000 rank=27/256 sv_max=1.73e+03 resid=1.20e-01
progress N=2 step 22250/277470 8.0% t=102.10496 eta_s=55767.7 E=-0.98838345 P=0.79229553 dP=-0.20736337 r12=8.04176020 Vg=0.00002171 norm=1.00000000 rank=27/256 sv_max=1.74e+03 resid=1.18e-01
progress N=2 step 22500/277470 8.1% t=102.22996 eta_s=55722.7 E=-0.98790217 P=0.79189024 dP=-0.20776865 r12=8.04156711 Vg=0.00002152 norm=1.00000000 rank=27/256 sv_max=1.74e+03 resid=1.17e-01
progress N=2 step 22750/277470 8.2% t=102.35496 eta_s=55667.7 E=-0.98742209 P=0.79147030 dP=-0.20818859 r12=8.04136653 Vg=0.00002129 norm=1.00000000 rank=27/256 sv_max=1.73e+03 resid=1.15e-01
progress N=2 step 23000/277470 8.3% t=102.47996 eta_s=55621.0 E=-0.98694272 P=0.79103537 dP=-0.20862352 r12=8.04115551 Vg=0.00002105 norm=1.00000000 rank=27/256 sv_max=1.70e+03 resid=1.14e-01
progress N=2 step 23250/277470 8.4% t=102.60496 eta_s=55573.3 E=-0.98646490 P=0.79058522 dP=-0.20907367 r12=8.04093560 Vg=0.00002074 norm=1.00000000 rank=28/256 sv_max=1.67e+03 resid=1.14e-01
progress N=2 step 23500/277470 8.5% t=102.72996 eta_s=55516.5 E=-0.98598770 P=0.79012262 dP=-0.20953627 r12=8.04071922 Vg=0.00002034 norm=1.00000000 rank=28/256 sv_max=1.65e+03 resid=1.15e-01
progress N=2 step 23750/277470 8.6% t=102.85496 eta_s=55455.8 E=-0.98551176 P=0.78964214 dP=-0.21001675 r12=8.04059873 Vg=0.00001991 norm=1.00000000 rank=29/256 sv_max=1.62e+03 resid=1.07e-01
progress N=2 step 24000/277470 8.6% t=102.97996 eta_s=55400.0 E=-0.98503666 P=0.78913905 dP=-0.21051984 r12=8.04054935 Vg=0.00001940 norm=1.00000000 rank=29/256 sv_max=1.57e+03 resid=1.08e-01
progress N=2 step 24250/277470 8.7% t=103.10496 eta_s=55353.7 E=-0.98456236 P=0.78861746 dP=-0.21104143 r12=8.04047668 Vg=0.00001900 norm=1.00000000 rank=29/256 sv_max=1.54e+03 resid=1.11e-01
progress N=2 step 24500/277470 8.8% t=103.22996 eta_s=55299.1 E=-0.98408922 P=0.78810272 dP=-0.21155617 r12=8.04036632 Vg=0.00001861 norm=1.00000000 rank=29/256 sv_max=1.54e+03 resid=1.15e-01
progress N=2 step 24750/277470 8.9% t=103.35496 eta_s=55222.0 E=-0.98361665 P=0.78760156 dP=-0.21205733 r12=8.04021492 Vg=0.00001832 norm=1.00000000 rank=29/256 sv_max=1.58e+03 resid=1.16e-01
progress N=2 step 25000/277470 9.0% t=103.47996 eta_s=55146.5 E=-0.98314554 P=0.78708507 dP=-0.21257382 r12=8.04001075 Vg=0.00001815 norm=1.00000000 rank=29/256 sv_max=1.62e+03 resid=1.15e-01
progress N=2 step 25250/277470 9.1% t=103.60496 eta_s=55077.9 E=-0.98267516 P=0.78655717 dP=-0.21310173 r12=8.03975773 Vg=0.00001812 norm=1.00000000 rank=29/256 sv_max=1.66e+03 resid=1.12e-01
progress N=2 step 25500/277470 9.2% t=103.72996 eta_s=55031.1 E=-0.98220594 P=0.78602493 dP=-0.21363396 r12=8.03945621 Vg=0.00001819 norm=1.00000000 rank=29/256 sv_max=1.68e+03 resid=1.08e-01
progress N=2 step 25750/277470 9.3% t=103.85496 eta_s=54974.6 E=-0.98173790 P=0.78549957 dP=-0.21415932 r12=8.03911739 Vg=0.00001828 norm=1.00000000 rank=28/256 sv_max=1.68e+03 resid=1.05e-01
progress N=2 step 26000/277470 9.4% t=103.97996 eta_s=54924.5 E=-0.98127068 P=0.78499222 dP=-0.21466668 r12=8.03878455 Vg=0.00001838 norm=1.00000000 rank=28/256 sv_max=1.66e+03 resid=1.02e-01
progress N=2 step 26250/277470 9.5% t=104.10496 eta_s=54868.7 E=-0.98080502 P=0.78449636 dP=-0.21516253 r12=8.03843124 Vg=0.00001849 norm=1.00000000 rank=28/256 sv_max=1.64e+03 resid=9.75e-02
progress N=2 step 26500/277470 9.6% t=104.22996 eta_s=54821.5 E=-0.98034003 P=0.78400800 dP=-0.21565089 r12=8.03806152 Vg=0.00001859 norm=1.00000000 rank=28/256 sv_max=1.64e+03 resid=9.35e-02
progress N=2 step 26750/277470 9.6% t=104.35496 eta_s=54774.5 E=-0.97987634 P=0.78352268 dP=-0.21613621 r12=8.03765910 Vg=0.00001869 norm=1.00000000 rank=28/256 sv_max=1.66e+03 resid=9.07e-02
progress N=2 step 27000/277470 9.7% t=104.47996 eta_s=54713.4 E=-0.97941354 P=0.78303943 dP=-0.21661946 r12=8.03720311 Vg=0.00001880 norm=1.00000000 rank=28/256 sv_max=1.68e+03 resid=8.97e-02
progress N=2 step 27250/277470 9.8% t=104.60496 eta_s=54667.2 E=-0.97895159 P=0.78256147 dP=-0.21709742 r12=8.03667746 Vg=0.00001898 norm=1.00000000 rank=28/256 sv_max=1.71e+03 resid=9.06e-02
progress N=2 step 27500/277470 9.9% t=104.72996 eta_s=54615.3 E=-0.97849090 P=0.78209364 dP=-0.21756525 r12=8.03607302 Vg=0.00001924 norm=1.00000000 rank=28/256 sv_max=1.72e+03 resid=9.35e-02
progress N=2 step 27750/277470 10.0% t=104.85496 eta_s=54569.6 E=-0.97803084 P=0.78163876 dP=-0.21802013 r12=8.03538925 Vg=0.00001955 norm=1.00000000 rank=28/256 sv_max=1.73e+03 resid=9.82e-02
