# same schedule mapped to the ECG main.cpp convention
# V^m = -Vs^m cos(4 pi x/a) - Vl^m cos(2 pi x/a + phi^m),
# Vs^m = Vs/2, Vl^m = Vl/2, phi^m(s) = 3 pi/2 - phi(s), DECREASING.
# Pumps +a/cycle like the paper (the frame map is a pure translation;
# only an INCREASING phi^m drive, like the Vs3Vl3 run, pumps -a).
s,phi
0.000000000000,4.712388980385
0.006946866793,4.711341782833
0.013654075801,4.710294585282
0.020133819132,4.709247387731
0.026397475644,4.708200190180
0.032455677650,4.707152992629
0.038318371153,4.706105795078
0.043994870346,4.705058597526
0.049493907000,4.704011399975
0.054823675288,4.702964202424
0.059991872530,4.701917004873
0.065005736297,4.700869807322
0.069872078226,4.699822609770
0.074597314903,4.698775412219
0.079187496093,4.697728214668
0.083648330586,4.696681017117
0.087985209884,4.695633819566
0.092203229943,4.694586622014
0.096307211153,4.693539424463
0.100301716716,4.692492226912
0.104191069573,4.691445029361
0.107979368010,4.690397831810
0.111670500067,4.689350634258
0.115268156851,4.688303436707
0.118775844846,4.687256239156
0.122196897316,4.686209041605
0.125496988923,4.685161844054
0.128645510962,4.684114646502
0.131652672008,4.683067448951
0.134527783930,4.682020251400
0.137279358243,4.680973053849
0.139915190290,4.679925856298
0.142442433022,4.678878658746
0.144867661838,4.677831461195
0.147196931728,4.676784263644
0.149435827760,4.675737066093
0.151589509804,4.674689868542
0.153662752243,4.673642670990
0.155659979311,4.672595473439
0.157585296620,4.671548275888
0.159442519334,4.670501078337
0.161235197410,4.669453880786
0.162966638251,4.668406683234
0.164639927070,4.667359485683
0.166257945247,4.666312288132
0.167823386886,4.665265090581
0.169338773789,4.664217893030
0.170806469014,4.663170695478
0.172228689172,4.662123497927
0.173607515599,4.661076300376
0.174944904524,4.660029102825
0.176240486974,4.658981905274
0.177493987757,4.657934707722
0.178707424468,4.656887510171
0.179882687747,4.655840312620
0.181021551114,4.654793115069
0.182125679897,4.653745917518
0.183196639359,4.652698719966
0.184235902102,4.651651522415
0.185244854826,4.650604324864
0.186224804502,4.649557127313
0.187176984022,4.648509929762
0.188102557370,4.647462732211
0.189002624378,4.646415534659
0.189878225076,4.645368337108
0.190730343711,4.644321139557
0.191559912432,4.643273942006
0.192367814695,4.642226744455
0.193154888398,4.641179546903
0.193921928786,4.640132349352
0.194669691126,4.639085151801
0.195398893190,4.638037954250
0.196110217554,4.636990756699
0.196804313728,4.635943559147
0.197481800134,4.634896361596
0.198143265947,4.633849164045
0.198789030057,4.632801966494
0.199419402294,4.631754768943
0.200034926489,4.630707571391
0.200636121154,4.629660373840
0.201223480933,4.628613176289
0.201797477964,4.627565978738
0.202358563141,4.626518781187
0.202907167300,4.625471583635
0.203443702316,4.624424386084
0.203968562142,4.623377188533
0.204482123766,4.622329990982
0.204984748122,4.621282793431
0.205476780930,4.620235595879
0.205958553489,4.619188398328
0.206430383426,4.618141200777
0.206892575390,4.617094003226
0.207345421710,4.616046805675
0.207789203011,4.614999608123
0.208224188793,4.613952410572
0.208650637979,4.612905213021
0.209068799427,4.611858015470
0.209478912414,4.610810817919
0.209881207096,4.609763620367
0.210275904934,4.608716422816
0.210663219105,4.607669225265
0.211043313368,4.606622027714
0.211416346220,4.605574830163
0.211782512633,4.604527632611
0.212142000469,4.603480435060
0.212494990796,4.602433237509
0.212841658195,4.601386039958
0.213182171051,4.600338842407
0.213516691819,4.599291644855
0.213845377288,4.598244447304
0.214168378825,4.597197249753
0.214485842605,4.596150052202
0.214797909834,4.595102854651
0.215104716958,4.594055657099
0.215406395859,4.593008459548
0.215703074051,4.591961261997
0.215994874851,4.590914064446
0.216281917558,4.589866866895
0.216564317609,4.588819669343
0.216842186738,4.587772471792
0.217115633122,4.586725274241
0.217384761521,4.585678076690
0.217649673413,4.584630879139
0.217910467120,4.583583681588
0.218167237931,4.582536484036
0.218420078218,4.581489286485
0.218669069655,4.580442088934
0.218914291568,4.579394891383
0.219155828917,4.578347693832
0.219393764126,4.577300496280
0.219628177179,4.576253298729
0.219859145711,4.575206101178
0.220086745091,4.574158903627
0.220311048504,4.573111706076
0.220532127031,4.572064508524
0.220750049726,4.571017310973
0.220964883682,4.569970113422
0.221176694105,4.568922915871
0.221385544379,4.567875718320
0.221591496128,4.566828520768
0.221794609278,4.565781323217
0.221994942113,4.564734125666
0.222192551332,4.563686928115
0.222387492106,4.562639730564
0.222579818121,4.561592533012
0.222769581636,4.560545335461
0.222956833526,4.559498137910
0.223141623327,4.558450940359
0.223323999281,4.557403742808
0.223504008380,4.556356545256
0.223681696401,4.555309347705
0.223857107433,4.554262150154
0.224030284447,4.553214952603
0.224201269852,4.552167755052
0.224370104989,4.551120557500
0.224536830169,4.550073359949
0.224701484697,4.549026162398
0.224864106911,4.547978964847
0.225024734207,4.546931767296
0.225183403070,4.545884569744
0.225340149099,4.544837372193
0.225495007039,4.543790174642
0.225648010798,4.542742977091
0.225799193481,4.541695779540
0.225948587407,4.540648581988
0.226096224136,4.539601384437
0.226242134490,4.538554186886
0.226386348574,4.537506989335
0.226528895796,4.536459791784
0.226669804890,4.535412594232
0.226809103933,4.534365396681
0.226946820361,4.533318199130
0.227082980996,4.532271001579
0.227217612051,4.531223804028
0.227350739158,4.530176606476
0.227482387377,4.529129408925
0.227612582470,4.528082211374
0.227741349618,4.527035013823
0.227868712187,4.525987816272
0.227994693032,4.524940618720
0.228119314517,4.523893421169
0.228242598526,4.522846223618
0.228364566476,4.521799026067
0.228485239328,4.520751828516
0.228604637602,4.519704630965
0.228722781384,4.518657433413
0.228839690342,4.517610235862
0.228955383736,4.516563038311
0.229069880425,4.515515840760
0.229183198883,4.514468643209
0.229295357202,4.513421445657
0.229406373108,4.512374248106
0.229516263967,4.511327050555
0.229625046795,4.510279853004
0.229732738266,4.509232655453
0.229839354723,4.508185457901
0.229944912182,4.507138260350
0.230049426342,4.506091062799
0.230152912597,4.505043865248
0.230255386035,4.503996667697
0.230356861453,4.502949470145
0.230457354954,4.501902272594
0.230556882314,4.500855075043
0.230655457398,4.499807877492
0.230753093810,4.498760679941
0.230849804893,4.497713482389
0.230945603740,4.496666284838
