job_id=605824
array_job_id=605824
array_task_id=1
job_name=vs3n2st2
partition=epyc
node_list=fov
excluded_nodes=bar
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=32
mem_per_node=16384
binary=./build/ecg1d_vs3_n2_dt001_staged_full
case_label=gauss_sigma1p000
mode=gauss
sigma=1.0
planning_estimate=staged local dt: shoulders dt/10, core dt/20, 277470 steps; 32-core benchmark gauss ~0.23 s/step near s=0.25
start_time=2026-07-09T16:31:40+08:00
config=legacy_prb_3_3_n2_pathpad_K32_dt0p01_staged_gauss_sigma1p000 lambda_C=1.00e-08 rcond=1.00e-04 | TDVP param dimension=256
progress N=2 step 25750/277470 9.3% t=103.85496 eta_s=54225.8 E=-0.97796921 P=0.79561113 dP=-0.20404776 r12=7.92696783 Vg=0.00000668 norm=1.00000000 rank=30/256 sv_max=7.72e+02 resid=1.52e-01
progress N=2 step 26000/277470 9.4% t=103.97996 eta_s=54128.4 E=-0.97748582 P=0.79513307 dP=-0.20452582 r12=7.92527191 Vg=0.00000639 norm=1.00000000 rank=30/256 sv_max=7.76e+02 resid=1.50e-01
progress N=2 step 26250/277470 9.5% t=104.10496 eta_s=54048.8 E=-0.97700400 P=0.79465253 dP=-0.20500636 r12=7.92353801 Vg=0.00000608 norm=1.00000000 rank=30/256 sv_max=7.80e+02 resid=1.49e-01
progress N=2 step 26500/277470 9.6% t=104.22996 eta_s=53937.9 E=-0.97652288 P=0.79417053 dP=-0.20548836 r12=7.92181134 Vg=0.00000577 norm=1.00000000 rank=30/256 sv_max=7.85e+02 resid=1.50e-01
progress N=2 step 26750/277470 9.6% t=104.35496 eta_s=53859.6 E=-0.97604316 P=0.79369024 dP=-0.20596865 r12=7.92012812 Vg=0.00000550 norm=1.00000000 rank=30/256 sv_max=7.89e+02 resid=1.52e-01
progress N=2 step 27000/277470 9.7% t=104.47996 eta_s=53786.8 E=-0.97556449 P=0.79321388 dP=-0.20644501 r12=7.91851037 Vg=0.00000527 norm=1.00000000 rank=30/256 sv_max=7.96e+02 resid=1.54e-01
progress N=2 step 27250/277470 9.8% t=104.60496 eta_s=53737.5 E=-0.97508685 P=0.79273995 dP=-0.20691895 r12=7.91696925 Vg=0.00000506 norm=1.00000000 rank=30/256 sv_max=8.04e+02 resid=1.57e-01
progress N=2 step 27500/277470 9.9% t=104.72996 eta_s=53695.4 E=-0.97461068 P=0.79226372 dP=-0.20739517 r12=7.91551319 Vg=0.00000482 norm=1.00000000 rank=30/256 sv_max=8.13e+02 resid=1.59e-01
progress N=2 step 27750/277470 10.0% t=104.85496 eta_s=53653.0 E=-0.97413536 P=0.79177911 dP=-0.20787978 r12=7.91415205 Vg=0.00000455 norm=1.00000000 rank=30/256 sv_max=8.20e+02 resid=1.59e-01
progress N=2 step 28000/277470 10.1% t=104.97996 eta_s=53596.7 E=-0.97366160 P=0.79128034 dP=-0.20837855 r12=7.91289911 Vg=0.00000425 norm=1.00000000 rank=30/256 sv_max=8.24e+02 resid=1.57e-01
progress N=2 step 28250/277470 10.2% t=105.10496 eta_s=53540.9 E=-0.97318877 P=0.79077488 dP=-0.20888401 r12=7.91179677 Vg=0.00000395 norm=1.00000000 rank=29/256 sv_max=8.21e+02 resid=1.54e-01
progress N=2 step 28500/277470 10.3% t=105.22996 eta_s=53495.5 E=-0.97271709 P=0.79025920 dP=-0.20939969 r12=7.91080148 Vg=0.00000372 norm=1.00000000 rank=29/256 sv_max=8.15e+02 resid=1.53e-01
progress N=2 step 28750/277470 10.4% t=105.35496 eta_s=53440.5 E=-0.97224656 P=0.78973379 dP=-0.20992510 r12=7.90988424 Vg=0.00000358 norm=1.00000000 rank=29/256 sv_max=8.11e+02 resid=1.53e-01
progress N=2 step 29000/277470 10.5% t=105.47996 eta_s=53384.3 E=-0.97177672 P=0.78919746 dP=-0.21046143 r12=7.90901151 Vg=0.00000353 norm=1.00000000 rank=30/256 sv_max=8.12e+02 resid=1.53e-01
progress N=2 step 29250/277470 10.5% t=105.60496 eta_s=53337.5 E=-0.97130823 P=0.78864309 dP=-0.21101580 r12=7.90817022 Vg=0.00000351 norm=1.00000000 rank=30/256 sv_max=8.18e+02 resid=1.54e-01
progress N=2 step 29500/277470 10.6% t=105.72996 eta_s=53294.5 E=-0.97084032 P=0.78810398 dP=-0.21155491 r12=7.90734459 Vg=0.00000347 norm=1.00000000 rank=30/256 sv_max=8.21e+02 resid=1.55e-01
progress N=2 step 29750/277470 10.7% t=105.85496 eta_s=53249.1 E=-0.97037344 P=0.78758193 dP=-0.21207696 r12=7.90646773 Vg=0.00000342 norm=1.00000000 rank=30/256 sv_max=8.18e+02 resid=1.58e-01
progress N=2 step 30000/277470 10.8% t=105.97996 eta_s=53202.9 E=-0.96990744 P=0.78707192 dP=-0.21258697 r12=7.90549989 Vg=0.00000337 norm=1.00000000 rank=30/256 sv_max=8.14e+02 resid=1.63e-01
progress N=2 step 30250/277470 10.9% t=106.10496 eta_s=53158.2 E=-0.96944215 P=0.78657029 dP=-0.21308860 r12=7.90444144 Vg=0.00000330 norm=1.00000000 rank=30/256 sv_max=8.17e+02 resid=1.67e-01
progress N=2 step 30500/277470 11.0% t=106.22996 eta_s=53111.8 E=-0.96897808 P=0.78607403 dP=-0.21358486 r12=7.90331430 Vg=0.00000320 norm=1.00000000 rank=30/256 sv_max=8.25e+02 resid=1.69e-01
progress N=2 step 30750/277470 11.1% t=106.35496 eta_s=53066.3 E=-0.96851464 P=0.78558012 dP=-0.21407877 r12=7.90214098 Vg=0.00000306 norm=1.00000000 rank=30/256 sv_max=8.34e+02 resid=1.69e-01
progress N=2 step 31000/277470 11.2% t=106.47996 eta_s=53019.4 E=-0.96805240 P=0.78508902 dP=-0.21456987 r12=7.90092125 Vg=0.00000293 norm=1.00000000 rank=30/256 sv_max=8.39e+02 resid=1.66e-01
progress N=2 step 31250/277470 11.3% t=106.60496 eta_s=52972.2 E=-0.96759110 P=0.78460751 dP=-0.21505138 r12=7.89962596 Vg=0.00000283 norm=1.00000000 rank=30/256 sv_max=8.39e+02 resid=1.64e-01
progress N=2 step 31500/277470 11.4% t=106.72996 eta_s=52926.0 E=-0.96713076 P=0.78414220 dP=-0.21551669 r12=7.89822106 Vg=0.00000277 norm=1.00000000 rank=30/256 sv_max=8.35e+02 resid=1.64e-01
progress N=2 step 31750/277470 11.4% t=106.85496 eta_s=52878.3 E=-0.96667170 P=0.78369484 dP=-0.21596405 r12=7.89669836 Vg=0.00000274 norm=1.00000000 rank=30/256 sv_max=8.32e+02 resid=1.66e-01
progress N=2 step 32000/277470 11.5% t=106.97996 eta_s=52828.1 E=-0.96621335 P=0.78326406 dP=-0.21639483 r12=7.89508524 Vg=0.00000271 norm=1.00000000 rank=30/256 sv_max=8.34e+02 resid=1.70e-01
progress N=2 step 32250/277470 11.6% t=107.10496 eta_s=52779.1 E=-0.96575628 P=0.78284456 dP=-0.21681433 r12=7.89341342 Vg=0.00000272 norm=1.00000000 rank=30/256 sv_max=8.38e+02 resid=1.74e-01
progress N=2 step 32500/277470 11.7% t=107.22996 eta_s=52729.7 E=-0.96529994 P=0.78242920 dP=-0.21722969 r12=7.89170333 Vg=0.00000281 norm=1.00000000 rank=30/256 sv_max=8.40e+02 resid=1.77e-01
progress N=2 step 32750/277470 11.8% t=107.35496 eta_s=52676.6 E=-0.96484447 P=0.78201335 dP=-0.21764554 r12=7.88997056 Vg=0.00000301 norm=1.00000000 rank=30/256 sv_max=8.32e+02 resid=1.81e-01
progress N=2 step 33000/277470 11.9% t=107.47996 eta_s=52623.0 E=-0.96438999 P=0.78159706 dP=-0.21806183 r12=7.88823211 Vg=0.00000331 norm=1.00000000 rank=30/256 sv_max=8.16e+02 resid=1.87e-01
progress N=2 step 33250/277470 12.0% t=107.60496 eta_s=52567.4 E=-0.96393602 P=0.78118181 dP=-0.21847708 r12=7.88650560 Vg=0.00000366 norm=1.00000000 rank=30/256 sv_max=8.01e+02 resid=1.95e-01
progress N=2 step 33500/277470 12.1% t=107.72996 eta_s=52502.6 E=-0.96348328 P=0.78076885 dP=-0.21889004 r12=7.88482090 Vg=0.00000396 norm=1.00000000 rank=30/256 sv_max=7.94e+02 resid=2.04e-01
progress N=2 step 33750/277470 12.2% t=107.85496 eta_s=52446.1 E=-0.96303113 P=0.78035885 dP=-0.21930004 r12=7.88321317 Vg=0.00000415 norm=1.00000000 rank=30/256 sv_max=7.97e+02 resid=2.10e-01
progress N=2 step 34000/277470 12.3% t=107.97996 eta_s=52391.5 E=-0.96257996 P=0.77995286 dP=-0.21970603 r12=7.88169681 Vg=0.00000422 norm=1.00000000 rank=30/256 sv_max=8.07e+02 resid=2.11e-01
progress N=2 step 34250/277470 12.3% t=108.10496 eta_s=52327.9 E=-0.96212982 P=0.77955171 dP=-0.22010718 r12=7.88025844 Vg=0.00000414 norm=1.00000000 rank=30/256 sv_max=8.19e+02 resid=2.03e-01
progress N=2 step 34500/277470 12.4% t=108.22996 eta_s=52260.5 E=-0.96168035 P=0.77915480 dP=-0.22050409 r12=7.87887740 Vg=0.00000394 norm=1.00000000 rank=30/256 sv_max=8.24e+02 resid=1.91e-01
progress N=2 step 34750/277470 12.5% t=108.35496 eta_s=52199.5 E=-0.96123223 P=0.77876032 dP=-0.22089857 r12=7.87755686 Vg=0.00000367 norm=1.00000000 rank=30/256 sv_max=8.24e+02 resid=1.80e-01
progress N=2 step 35000/277470 12.6% t=108.47996 eta_s=52136.0 E=-0.96078471 P=0.77836644 dP=-0.22129245 r12=7.87632173 Vg=0.00000342 norm=1.00000000 rank=30/256 sv_max=8.22e+02 resid=1.72e-01
progress N=2 step 35250/277470 12.7% t=108.60496 eta_s=52059.7 E=-0.96033818 P=0.77797076 dP=-0.22168814 r12=7.87518305 Vg=0.00000330 norm=1.00000000 rank=30/256 sv_max=8.25e+02 resid=1.69e-01
progress N=2 step 35500/277470 12.8% t=108.72996 eta_s=52001.5 E=-0.95989257 P=0.77757091 dP=-0.22208798 r12=7.87411883 Vg=0.00000333 norm=1.00000000 rank=30/256 sv_max=8.32e+02 resid=1.68e-01
progress N=2 step 35750/277470 12.9% t=108.85496 eta_s=51949.7 E=-0.95944760 P=0.77716584 dP=-0.22249305 r12=7.87308429 Vg=0.00000351 norm=1.00000000 rank=30/256 sv_max=8.39e+02 resid=1.70e-01
progress N=2 step 36000/277470 13.0% t=108.97996 eta_s=51903.0 E=-0.95900387 P=0.77675454 dP=-0.22290435 r12=7.87203135 Vg=0.00000379 norm=1.00000000 rank=30/256 sv_max=8.41e+02 resid=1.72e-01
progress N=2 step 36250/277470 13.1% t=109.10496 eta_s=51856.6 E=-0.95856070 P=0.77633478 dP=-0.22332411 r12=7.87092797 Vg=0.00000408 norm=1.00000000 rank=30/256 sv_max=8.34e+02 resid=1.75e-01
progress N=2 step 36500/277470 13.2% t=109.22996 eta_s=51808.9 E=-0.95811852 P=0.77590486 dP=-0.22375403 r12=7.86976366 Vg=0.00000434 norm=1.00000000 rank=30/256 sv_max=8.22e+02 resid=1.80e-01
progress N=2 step 36750/277470 13.2% t=109.35496 eta_s=51758.1 E=-0.95767717 P=0.77546304 dP=-0.22419585 r12=7.86852956 Vg=0.00000458 norm=1.00000000 rank=30/256 sv_max=8.11e+02 resid=1.81e-01
progress N=2 step 37000/277470 13.3% t=109.47996 eta_s=51709.5 E=-0.95723646 P=0.77500440 dP=-0.22465450 r12=7.86721492 Vg=0.00000485 norm=1.00000000 rank=30/256 sv_max=8.06e+02 resid=1.79e-01
progress N=2 step 37250/277470 13.4% t=109.60496 eta_s=51664.9 E=-0.95679696 P=0.77452558 dP=-0.22513331 r12=7.86579340 Vg=0.00000515 norm=1.00000000 rank=30/256 sv_max=8.07e+02 resid=1.72e-01
progress N=2 step 37500/277470 13.5% t=109.72996 eta_s=51617.0 E=-0.95635804 P=0.77403028 dP=-0.22562861 r12=7.86424040 Vg=0.00000541 norm=1.00000000 rank=30/256 sv_max=8.10e+02 resid=1.65e-01
progress N=2 step 37750/277470 13.6% t=109.85496 eta_s=51572.4 E=-0.95592015 P=0.77352417 dP=-0.22613472 r12=7.86255881 Vg=0.00000561 norm=1.00000000 rank=30/256 sv_max=8.14e+02 resid=1.56e-01
progress N=2 step 38000/277470 13.7% t=109.97996 eta_s=51527.2 E=-0.95548312 P=0.77301406 dP=-0.22664483 r12=7.86075641 Vg=0.00000567 norm=1.00000000 rank=30/256 sv_max=8.16e+02 resid=1.50e-01
progress N=2 step 38250/277470 13.8% t=110.10496 eta_s=51480.4 E=-0.95504683 P=0.77250581 dP=-0.22715308 r12=7.85881036 Vg=0.00000555 norm=1.00000000 rank=30/256 sv_max=8.18e+02 resid=1.46e-01
progress N=2 step 38500/277470 13.9% t=110.22996 eta_s=51433.0 E=-0.95461162 P=0.77200058 dP=-0.22765831 r12=7.85667638 Vg=0.00000532 norm=1.00000000 rank=30/256 sv_max=8.23e+02 resid=1.42e-01
progress N=2 step 38750/277470 14.0% t=110.35496 eta_s=51368.3 E=-0.95417700 P=0.77149776 dP=-0.22816113 r12=7.85433822 Vg=0.00000517 norm=1.00000000 rank=30/256 sv_max=8.30e+02 resid=1.39e-01
progress N=2 step 39000/277470 14.1% t=110.47996 eta_s=51316.3 E=-0.95374334 P=0.77099629 dP=-0.22866260 r12=7.85180971 Vg=0.00000518 norm=1.00000000 rank=30/256 sv_max=8.33e+02 resid=1.36e-01
progress N=2 step 39250/277470 14.1% t=110.60496 eta_s=51267.7 E=-0.95331045 P=0.77049490 dP=-0.22916399 r12=7.84912062 Vg=0.00000536 norm=1.00000000 rank=30/256 sv_max=8.26e+02 resid=1.35e-01
progress N=2 step 39500/277470 14.2% t=110.72996 eta_s=51220.8 E=-0.95287833 P=0.76999285 dP=-0.22966604 r12=7.84630667 Vg=0.00000570 norm=1.00000000 rank=30/256 sv_max=8.13e+02 resid=1.35e-01
progress N=2 step 39750/277470 14.3% t=110.85496 eta_s=51174.3 E=-0.95244735 P=0.76949001 dP=-0.23016888 r12=7.84341322 Vg=0.00000618 norm=1.00000000 rank=30/256 sv_max=8.01e+02 resid=1.37e-01
progress N=2 step 40000/277470 14.4% t=110.97996 eta_s=51126.5 E=-0.95201711 P=0.76898710 dP=-0.23067179 r12=7.84051134 Vg=0.00000671 norm=1.00000000 rank=30/256 sv_max=7.96e+02 resid=1.40e-01
progress N=2 step 40250/277470 14.5% t=111.10496 eta_s=51067.7 E=-0.95158798 P=0.76848753 dP=-0.23117136 r12=7.83767876 Vg=0.00000721 norm=1.00000000 rank=30/256 sv_max=8.03e+02 resid=1.41e-01
progress N=2 step 40500/277470 14.6% t=111.22996 eta_s=51020.6 E=-0.95115979 P=0.76799097 dP=-0.23166792 r12=7.83496423 Vg=0.00000770 norm=1.00000000 rank=30/256 sv_max=8.21e+02 resid=1.38e-01
progress N=2 step 40750/277470 14.7% t=111.35496 eta_s=50970.7 E=-0.95073248 P=0.76749643 dP=-0.23216246 r12=7.83236385 Vg=0.00000809 norm=1.00000000 rank=30/256 sv_max=8.37e+02 resid=1.37e-01
progress N=2 step 41000/277470 14.8% t=111.47996 eta_s=50920.9 E=-0.95030635 P=0.76699906 dP=-0.23265983 r12=7.82986767 Vg=0.00000832 norm=1.00000000 rank=30/256 sv_max=8.46e+02 resid=1.39e-01
progress N=2 step 41250/277470 14.9% t=111.60496 eta_s=50873.8 E=-0.94988093 P=0.76649332 dP=-0.23316557 r12=7.82747622 Vg=0.00000848 norm=1.00000000 rank=30/256 sv_max=8.51e+02 resid=1.45e-01
progress N=2 step 41500/277470 15.0% t=111.72996 eta_s=50825.3 E=-0.94945656 P=0.76597842 dP=-0.23368047 r12=7.82520879 Vg=0.00000867 norm=1.00000000 rank=30/256 sv_max=8.50e+02 resid=1.56e-01
progress N=2 step 41750/277470 15.0% t=111.85496 eta_s=50772.4 E=-0.94903300 P=0.76545530 dP=-0.23420359 r12=7.82309387 Vg=0.00000893 norm=1.00000000 rank=30/256 sv_max=8.44e+02 resid=1.71e-01
progress N=2 step 42000/277470 15.1% t=111.97996 eta_s=50711.6 E=-0.94861024 P=0.76492405 dP=-0.23473484 r12=7.82114349 Vg=0.00000920 norm=1.00000000 rank=30/256 sv_max=8.33e+02 resid=1.88e-01
progress N=2 step 42250/277470 15.2% t=112.10496 eta_s=50655.2 E=-0.94818859 P=0.76438621 dP=-0.23527268 r12=7.81933874 Vg=0.00000944 norm=1.00000000 rank=30/256 sv_max=8.21e+02 resid=1.97e-01
progress N=2 step 42500/277470 15.3% t=112.22996 eta_s=50607.9 E=-0.94776762 P=0.76384283 dP=-0.23581606 r12=7.81765479 Vg=0.00000964 norm=1.00000000 rank=30/256 sv_max=8.12e+02 resid=1.93e-01
progress N=2 step 42750/277470 15.4% t=112.35496 eta_s=50560.4 E=-0.94734760 P=0.76329563 dP=-0.23636326 r12=7.81607693 Vg=0.00000974 norm=1.00000000 rank=30/256 sv_max=8.05e+02 resid=1.79e-01
progress N=2 step 43000/277470 15.5% t=112.47996 eta_s=50512.5 E=-0.94692828 P=0.76275233 dP=-0.23690656 r12=7.81458349 Vg=0.00000972 norm=1.00000000 rank=30/256 sv_max=8.01e+02 resid=1.59e-01
progress N=2 step 43250/277470 15.6% t=112.60496 eta_s=50461.2 E=-0.94650956 P=0.76222052 dP=-0.23743837 r12=7.81317226 Vg=0.00000965 norm=1.00000000 rank=30/256 sv_max=8.03e+02 resid=1.41e-01
progress N=2 step 43500/277470 15.7% t=112.72996 eta_s=50413.8 E=-0.94609172 P=0.76170925 dP=-0.23794964 r12=7.81179282 Vg=0.00000961 norm=1.00000000 rank=30/256 sv_max=8.08e+02 resid=1.32e-01
progress N=2 step 43750/277470 15.8% t=112.85496 eta_s=50365.5 E=-0.94567434 P=0.76122466 dP=-0.23843423 r12=7.81035702 Vg=0.00000968 norm=1.00000000 rank=30/256 sv_max=8.14e+02 resid=1.30e-01
progress N=2 step 44000/277470 15.9% t=112.97996 eta_s=50312.8 E=-0.94525772 P=0.76077175 dP=-0.23888714 r12=7.80881765 Vg=0.00000990 norm=1.00000000 rank=30/256 sv_max=8.19e+02 resid=1.33e-01
progress N=2 step 44250/277470 15.9% t=113.10496 eta_s=50263.8 E=-0.94484167 P=0.76035319 dP=-0.23930570 r12=7.80718939 Vg=0.00001026 norm=1.00000000 rank=30/256 sv_max=8.22e+02 resid=1.39e-01
progress N=2 step 44500/277470 16.0% t=113.22996 eta_s=50214.3 E=-0.94442616 P=0.75996842 dP=-0.23969047 r12=7.80552233 Vg=0.00001063 norm=1.00000000 rank=30/256 sv_max=8.18e+02 resid=1.50e-01
progress N=2 step 44750/277470 16.1% t=113.35496 eta_s=50164.8 E=-0.94401158 P=0.75961361 dP=-0.24004528 r12=7.80385264 Vg=0.00001095 norm=1.00000000 rank=30/256 sv_max=8.11e+02 resid=1.64e-01
progress N=2 step 45000/277470 16.2% t=113.47996 eta_s=50115.5 E=-0.94359756 P=0.75927998 dP=-0.24037891 r12=7.80217712 Vg=0.00001123 norm=1.00000000 rank=30/256 sv_max=8.07e+02 resid=1.77e-01
progress N=2 step 45250/277470 16.3% t=113.60496 eta_s=50063.7 E=-0.94318443 P=0.75895440 dP=-0.24070449 r12=7.80047500 Vg=0.00001151 norm=1.00000000 rank=30/256 sv_max=8.06e+02 resid=1.84e-01
progress N=2 step 45500/277470 16.4% t=113.72996 eta_s=50009.2 E=-0.94277203 P=0.75862469 dP=-0.24103420 r12=7.79873338 Vg=0.00001181 norm=1.00000000 rank=30/256 sv_max=8.04e+02 resid=1.85e-01
progress N=2 step 45750/277470 16.5% t=113.85496 eta_s=49960.4 E=-0.94236029 P=0.75828805 dP=-0.24137084 r12=7.79694917 Vg=0.00001210 norm=1.00000000 rank=30/256 sv_max=8.00e+02 resid=1.80e-01
progress N=2 step 46000/277470 16.6% t=113.97996 eta_s=49913.6 E=-0.94194962 P=0.75794277 dP=-0.24171612 r12=7.79513252 Vg=0.00001241 norm=1.00000000 rank=30/256 sv_max=7.99e+02 resid=1.71e-01
progress N=2 step 46250/277470 16.7% t=114.10496 eta_s=49866.2 E=-0.94153957 P=0.75758919 dP=-0.24206971 r12=7.79326639 Vg=0.00001285 norm=1.00000000 rank=30/256 sv_max=8.08e+02 resid=1.64e-01
progress N=2 step 46500/277470 16.8% t=114.22996 eta_s=49819.3 E=-0.94113041 P=0.75723197 dP=-0.24242692 r12=7.79134730 Vg=0.00001335 norm=1.00000000 rank=30/256 sv_max=8.16e+02 resid=1.58e-01
progress N=2 step 46750/277470 16.8% t=114.35496 eta_s=49771.9 E=-0.94072199 P=0.75686766 dP=-0.24279123 r12=7.78937288 Vg=0.00001388 norm=1.00000000 rank=30/256 sv_max=8.20e+02 resid=1.56e-01
progress N=2 step 47000/277470 16.9% t=114.47996 eta_s=49722.2 E=-0.94031410 P=0.75649079 dP=-0.24316810 r12=7.78733891 Vg=0.00001438 norm=1.00000000 rank=30/256 sv_max=8.16e+02 resid=1.58e-01
progress N=2 step 47250/277470 17.0% t=114.60496 eta_s=49675.4 E=-0.93990718 P=0.75610144 dP=-0.24355745 r12=7.78528178 Vg=0.00001470 norm=1.00000000 rank=31/256 sv_max=8.04e+02 resid=1.65e-01
progress N=2 step 47500/277470 17.1% t=114.72996 eta_s=49628.1 E=-0.93950079 P=0.75569163 dP=-0.24396726 r12=7.78320744 Vg=0.00001493 norm=1.00000000 rank=31/256 sv_max=7.93e+02 resid=1.75e-01
progress N=2 step 47750/277470 17.2% t=114.85496 eta_s=49581.2 E=-0.93909525 P=0.75525906 dP=-0.24439983 r12=7.78112573 Vg=0.00001504 norm=1.00000000 rank=31/256 sv_max=7.91e+02 resid=1.84e-01
progress N=2 step 48000/277470 17.3% t=114.97996 eta_s=49534.6 E=-0.93869057 P=0.75480358 dP=-0.24485531 r12=7.77905169 Vg=0.00001513 norm=1.00000000 rank=31/256 sv_max=7.95e+02 resid=1.85e-01
progress N=2 step 48250/277470 17.4% t=115.10496 eta_s=49482.8 E=-0.93828657 P=0.75432873 dP=-0.24533016 r12=7.77701214 Vg=0.00001535 norm=1.00000000 rank=30/256 sv_max=8.01e+02 resid=1.77e-01
progress N=2 step 48500/277470 17.5% t=115.22996 eta_s=49432.2 E=-0.93788362 P=0.75383812 dP=-0.24582077 r12=7.77502442 Vg=0.00001564 norm=1.00000000 rank=30/256 sv_max=8.05e+02 resid=1.63e-01
progress N=2 step 48750/277470 17.6% t=115.35496 eta_s=49385.6 E=-0.93748135 P=0.75334422 dP=-0.24631467 r12=7.77311647 Vg=0.00001594 norm=1.00000000 rank=30/256 sv_max=8.09e+02 resid=1.50e-01
progress N=2 step 49000/277470 17.7% t=115.47996 eta_s=49315.2 E=-0.93707988 P=0.75285815 dP=-0.24680074 r12=7.77134069 Vg=0.00001626 norm=1.00000000 rank=31/256 sv_max=8.11e+02 resid=1.36e-01
progress N=2 step 49250/277470 17.7% t=115.60496 eta_s=49249.2 E=-0.93667912 P=0.75236539 dP=-0.24729350 r12=7.76965917 Vg=0.00001664 norm=1.00000000 rank=31/256 sv_max=8.14e+02 resid=1.29e-01
progress N=2 step 49500/277470 17.8% t=115.72996 eta_s=49193.9 E=-0.93627887 P=0.75186133 dP=-0.24779756 r12=7.76804451 Vg=0.00001694 norm=1.00000000 rank=31/256 sv_max=8.15e+02 resid=1.24e-01
progress N=2 step 49750/277470 17.9% t=115.85496 eta_s=49144.8 E=-0.93587933 P=0.75134905 dP=-0.24830984 r12=7.76650542 Vg=0.00001716 norm=1.00000000 rank=31/256 sv_max=8.12e+02 resid=1.22e-01
progress N=2 step 50000/277470 18.0% t=115.97996 eta_s=49096.3 E=-0.93548024 P=0.75082661 dP=-0.24883228 r12=7.76505771 Vg=0.00001743 norm=1.00000000 rank=30/256 sv_max=8.05e+02 resid=1.23e-01
progress N=2 step 50250/277470 18.1% t=116.10496 eta_s=49046.7 E=-0.93508173 P=0.75029776 dP=-0.24936113 r12=7.76370882 Vg=0.00001762 norm=1.00000000 rank=30/256 sv_max=7.97e+02 resid=1.28e-01
progress N=2 step 50500/277470 18.2% t=116.22996 eta_s=48996.2 E=-0.93468393 P=0.74976447 dP=-0.24989443 r12=7.76244996 Vg=0.00001775 norm=1.00000000 rank=30/256 sv_max=7.94e+02 resid=1.34e-01
progress N=2 step 50750/277470 18.3% t=116.35496 eta_s=48948.4 E=-0.93428675 P=0.74922593 dP=-0.25043296 r12=7.76125867 Vg=0.00001782 norm=1.00000000 rank=30/256 sv_max=8.00e+02 resid=1.38e-01
progress N=2 step 51000/277470 18.4% t=116.47996 eta_s=48900.3 E=-0.93389053 P=0.74867974 dP=-0.25097915 r12=7.76010433 Vg=0.00001778 norm=1.00000000 rank=30/256 sv_max=8.09e+02 resid=1.39e-01
progress N=2 step 51250/277470 18.5% t=116.60496 eta_s=48852.3 E=-0.93349514 P=0.74812517 dP=-0.25153372 r12=7.75895816 Vg=0.00001763 norm=1.00000000 rank=30/256 sv_max=8.19e+02 resid=1.36e-01
progress N=2 step 51500/277470 18.6% t=116.72996 eta_s=48803.2 E=-0.93310070 P=0.74756585 dP=-0.25209304 r12=7.75779814 Vg=0.00001740 norm=1.00000000 rank=30/256 sv_max=8.27e+02 resid=1.32e-01
progress N=2 step 51750/277470 18.7% t=116.85496 eta_s=48748.7 E=-0.93270736 P=0.74700846 dP=-0.25265043 r12=7.75660068 Vg=0.00001714 norm=1.00000000 rank=30/256 sv_max=8.31e+02 resid=1.29e-01
progress N=2 step 52000/277470 18.7% t=116.97996 eta_s=48685.7 E=-0.93231491 P=0.74645605 dP=-0.25320284 r12=7.75532095 Vg=0.00001691 norm=1.00000000 rank=30/256 sv_max=8.31e+02 resid=1.27e-01
progress N=2 step 52250/277470 18.8% t=117.10496 eta_s=48632.6 E=-0.93192351 P=0.74590956 dP=-0.25374933 r12=7.75390678 Vg=0.00001681 norm=1.00000000 rank=30/256 sv_max=8.26e+02 resid=1.24e-01
progress N=2 step 52500/277470 18.9% t=117.22996 eta_s=48582.1 E=-0.93153295 P=0.74537052 dP=-0.25428837 r12=7.75232078 Vg=0.00001694 norm=1.00000000 rank=31/256 sv_max=8.17e+02 resid=1.21e-01
progress N=2 step 52750/277470 19.0% t=117.35496 eta_s=48527.7 E=-0.93114322 P=0.74484306 dP=-0.25481583 r12=7.75054847 Vg=0.00001721 norm=1.00000000 rank=31/256 sv_max=8.11e+02 resid=1.20e-01
progress N=2 step 53000/277470 19.1% t=117.47996 eta_s=48474.0 E=-0.93075445 P=0.74432612 dP=-0.25533277 r12=7.74866412 Vg=0.00001765 norm=1.00000000 rank=30/256 sv_max=8.05e+02 resid=1.18e-01
progress N=2 step 53250/277470 19.2% t=117.60496 eta_s=48422.7 E=-0.93036640 P=0.74381598 dP=-0.25584291 r12=7.74670078 Vg=0.00001809 norm=1.00000000 rank=30/256 sv_max=8.03e+02 resid=1.15e-01
progress N=2 step 53500/277470 19.3% t=117.72996 eta_s=48369.9 E=-0.92997928 P=0.74330521 dP=-0.25635368 r12=7.74470454 Vg=0.00001833 norm=1.00000000 rank=30/256 sv_max=8.04e+02 resid=1.11e-01
progress N=2 step 53750/277470 19.4% t=117.85496 eta_s=48316.0 E=-0.92959300 P=0.74278940 dP=-0.25686949 r12=7.74272998 Vg=0.00001826 norm=1.00000000 rank=30/256 sv_max=8.07e+02 resid=1.08e-01
progress N=2 step 54000/277470 19.5% t=117.97996 eta_s=48266.3 E=-0.92920754 P=0.74226881 dP=-0.25739008 r12=7.74082380 Vg=0.00001780 norm=1.00000000 rank=30/256 sv_max=8.13e+02 resid=1.07e-01
