job_id=605828
array_job_id=605824
array_task_id=0
job_name=vs3n2st2
partition=epyc
node_list=cent
excluded_nodes=bar
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=32
mem_per_node=16384
binary=./build/ecg1d_vs3_n2_dt001_staged_full
case_label=gauss_sigma0p750
mode=gauss
sigma=0.75
planning_estimate=staged local dt: shoulders dt/10, core dt/20, 277470 steps; 32-core benchmark gauss ~0.23 s/step near s=0.25
progress N=2 step 3250/277470 1.2% t=32.50000 eta_s=59281.9 E=-1.54174171 P=0.90934895 dP=-0.09030994 r12=8.02898744 Vg=0.00000935 norm=1.00000000 rank=34/256 sv_max=1.36e+02 resid=3.94e-02
progress N=2 step 3500/277470 1.3% t=35.00000 eta_s=59315.7 E=-1.50152297 P=0.90630975 dP=-0.09334914 r12=8.06063669 Vg=0.00001066 norm=1.00000000 rank=34/256 sv_max=1.46e+02 resid=4.69e-02
progress N=2 step 3750/277470 1.4% t=37.50000 eta_s=59266.4 E=-1.46420553 P=0.90167635 dP=-0.09798254 r12=8.05891549 Vg=0.00001019 norm=1.00000000 rank=34/256 sv_max=1.50e+02 resid=5.36e-02
progress N=2 step 4000/277470 1.4% t=40.00000 eta_s=59251.0 E=-1.42951003 P=0.89970880 dP=-0.09995009 r12=8.04093589 Vg=0.00000803 norm=1.00000000 rank=32/256 sv_max=1.63e+02 resid=7.90e-02
progress N=2 step 4250/277470 1.5% t=42.50000 eta_s=59143.8 E=-1.39715601 P=0.89461579 dP=-0.10504310 r12=8.04256787 Vg=0.00000708 norm=1.00000000 rank=32/256 sv_max=1.76e+02 resid=5.07e-02
progress N=2 step 4500/277470 1.6% t=45.00000 eta_s=59064.1 E=-1.36713788 P=0.89280825 dP=-0.10685064 r12=8.06176852 Vg=0.00000750 norm=1.00000000 rank=32/256 sv_max=1.79e+02 resid=1.12e-01
progress N=2 step 4750/277470 1.7% t=47.50000 eta_s=58998.0 E=-1.33880546 P=0.89160324 dP=-0.10805565 r12=8.04294949 Vg=0.00000807 norm=1.00000000 rank=32/256 sv_max=1.80e+02 resid=7.38e-02
progress N=2 step 5000/277470 1.8% t=50.00000 eta_s=58998.1 E=-1.31232003 P=0.88680125 dP=-0.11285764 r12=8.04374848 Vg=0.00000900 norm=1.00000000 rank=32/256 sv_max=2.01e+02 resid=8.70e-02
progress N=2 step 5250/277470 1.9% t=52.50000 eta_s=58994.2 E=-1.28760718 P=0.88179809 dP=-0.11786080 r12=8.04613195 Vg=0.00001025 norm=1.00000000 rank=34/256 sv_max=2.24e+02 resid=5.77e-02
progress N=2 step 5500/277470 2.0% t=55.00000 eta_s=58979.6 E=-1.26423589 P=0.88058672 dP=-0.11907217 r12=8.03075183 Vg=0.00001105 norm=1.00000000 rank=32/256 sv_max=2.45e+02 resid=4.00e-01
progress N=2 step 5750/277470 2.1% t=57.50000 eta_s=58817.1 E=-1.24218833 P=0.87914980 dP=-0.12050909 r12=8.04558356 Vg=0.00001235 norm=1.00000000 rank=32/256 sv_max=2.51e+02 resid=3.13e-01
progress N=2 step 6000/277470 2.2% t=60.00000 eta_s=58784.4 E=-1.22140964 P=0.87469070 dP=-0.12496820 r12=8.04679434 Vg=0.00001228 norm=1.00000000 rank=32/256 sv_max=2.72e+02 resid=3.46e-01
progress N=2 step 6250/277470 2.3% t=62.50000 eta_s=58761.4 E=-1.20175230 P=0.87221875 dP=-0.12744014 r12=8.04783172 Vg=0.00000915 norm=1.00000000 rank=32/256 sv_max=2.86e+02 resid=2.88e-01
progress N=2 step 6500/277470 2.3% t=65.00000 eta_s=58715.7 E=-1.18311158 P=0.86856299 dP=-0.13109590 r12=8.01404028 Vg=0.00000396 norm=1.00000000 rank=32/256 sv_max=3.03e+02 resid=2.76e-01
progress N=2 step 6750/277470 2.4% t=67.50000 eta_s=58684.6 E=-1.16539432 P=0.86574003 dP=-0.13391886 r12=8.02022791 Vg=0.00000160 norm=1.00000000 rank=32/256 sv_max=3.15e+02 resid=3.06e-01
progress N=2 step 7000/277470 2.5% t=70.00000 eta_s=58653.7 E=-1.14855541 P=0.86112037 dP=-0.13853852 r12=8.01903080 Vg=0.00000317 norm=1.00000000 rank=32/256 sv_max=3.34e+02 resid=2.85e-01
progress N=2 step 7250/277470 2.6% t=72.50000 eta_s=58619.0 E=-1.13250984 P=0.85865033 dP=-0.14100856 r12=8.02530895 Vg=0.00000831 norm=1.00000000 rank=32/256 sv_max=3.44e+02 resid=5.54e-01
progress N=2 step 7500/277470 2.7% t=75.00000 eta_s=58585.2 E=-1.11708055 P=0.85724486 dP=-0.14241403 r12=8.01446519 Vg=0.00001303 norm=1.00000000 rank=32/256 sv_max=3.54e+02 resid=3.28e-01
progress N=2 step 7750/277470 2.8% t=77.50000 eta_s=58558.0 E=-1.10225412 P=0.85378362 dP=-0.14587527 r12=7.99820128 Vg=0.00001478 norm=1.00000000 rank=32/256 sv_max=3.61e+02 resid=3.74e-01
progress N=2 step 8000/277470 2.9% t=80.00000 eta_s=58539.6 E=-1.08804722 P=0.84926173 dP=-0.15039716 r12=7.99748636 Vg=0.00001231 norm=1.00000000 rank=32/256 sv_max=3.83e+02 resid=1.94e-01
progress N=2 step 8250/277470 3.0% t=82.50000 eta_s=58526.4 E=-1.07449409 P=0.84250407 dP=-0.15715482 r12=7.98104759 Vg=0.00000590 norm=1.00000000 rank=32/256 sv_max=4.17e+02 resid=2.51e-01
progress N=2 step 8500/277470 3.1% t=85.00000 eta_s=58513.1 E=-1.06154518 P=0.83804040 dP=-0.16161849 r12=7.97610144 Vg=0.00000183 norm=1.00000000 rank=32/256 sv_max=4.41e+02 resid=2.90e-01
progress N=2 step 8750/277470 3.2% t=87.50000 eta_s=58489.7 E=-1.04909032 P=0.83279742 dP=-0.16686147 r12=7.94753259 Vg=0.00000097 norm=1.00000000 rank=31/256 sv_max=7.73e+02 resid=1.22e-01
progress N=2 step 9000/277470 3.2% t=90.00000 eta_s=58397.8 E=-1.03712728 P=0.82781751 dP=-0.17184138 r12=7.96149002 Vg=0.00000116 norm=1.00000000 rank=28/256 sv_max=1.57e+03 resid=8.28e-02
progress N=2 step 9250/277470 3.3% t=90.67987 eta_s=58360.9 E=-1.03395217 P=0.82660878 dP=-0.17305011 r12=7.96668936 Vg=0.00000121 norm=1.00000000 rank=28/256 sv_max=1.48e+03 resid=8.45e-02
progress N=2 step 9500/277470 3.4% t=90.92987 eta_s=58340.0 E=-1.03279177 P=0.82616017 dP=-0.17349872 r12=7.96786156 Vg=0.00000191 norm=1.00000000 rank=28/256 sv_max=1.80e+03 resid=7.62e-02
progress N=2 step 9750/277470 3.5% t=91.17987 eta_s=58318.8 E=-1.03163547 P=0.82564720 dP=-0.17401169 r12=7.96883917 Vg=0.00000157 norm=1.00000000 rank=26/256 sv_max=2.31e+03 resid=7.96e-02
progress N=2 step 10000/277470 3.6% t=91.42987 eta_s=58298.2 E=-1.03048362 P=0.82502277 dP=-0.17463612 r12=7.96965021 Vg=0.00000172 norm=1.00000000 rank=26/256 sv_max=2.26e+03 resid=7.71e-02
progress N=2 step 10250/277470 3.7% t=91.67987 eta_s=58281.5 E=-1.02933658 P=0.82429951 dP=-0.17535938 r12=7.97021300 Vg=0.00000208 norm=1.00000000 rank=27/256 sv_max=1.81e+03 resid=8.13e-02
progress N=2 step 10500/277470 3.8% t=91.92987 eta_s=58260.9 E=-1.02819457 P=0.82351949 dP=-0.17613940 r12=7.97059739 Vg=0.00000222 norm=1.00000000 rank=27/256 sv_max=1.87e+03 resid=8.39e-02
progress N=2 step 10750/277470 3.9% t=92.17987 eta_s=58236.7 E=-1.02705773 P=0.82270408 dP=-0.17695482 r12=7.97129261 Vg=0.00000261 norm=1.00000000 rank=27/256 sv_max=1.83e+03 resid=8.49e-02
progress N=2 step 11000/277470 4.0% t=92.42987 eta_s=58212.4 E=-1.02592609 P=0.82187994 dP=-0.17777896 r12=7.97212004 Vg=0.00000259 norm=1.00000000 rank=27/256 sv_max=1.77e+03 resid=9.30e-02
progress N=2 step 11250/277470 4.1% t=92.67987 eta_s=58179.6 E=-1.02479938 P=0.82105553 dP=-0.17860336 r12=7.97265236 Vg=0.00000228 norm=1.00000000 rank=27/256 sv_max=1.96e+03 resid=9.23e-02
progress N=2 step 11500/277470 4.1% t=92.92987 eta_s=58139.4 E=-1.02367743 P=0.82026919 dP=-0.17938970 r12=7.97290744 Vg=0.00000231 norm=1.00000000 rank=26/256 sv_max=2.10e+03 resid=8.68e-02
progress N=2 step 11750/277470 4.2% t=93.17987 eta_s=58071.1 E=-1.02256004 P=0.81955862 dP=-0.18010027 r12=7.97305759 Vg=0.00000226 norm=1.00000000 rank=26/256 sv_max=2.50e+03 resid=8.00e-02
progress N=2 step 12000/277470 4.3% t=93.42987 eta_s=58027.7 E=-1.02144682 P=0.81892890 dP=-0.18072999 r12=7.97302534 Vg=0.00000228 norm=1.00000000 rank=25/256 sv_max=3.13e+03 resid=7.68e-02
progress N=2 step 12250/277470 4.4% t=93.67987 eta_s=57987.9 E=-1.02033730 P=0.81838827 dP=-0.18127062 r12=7.97308924 Vg=0.00000232 norm=1.00000000 rank=25/256 sv_max=3.53e+03 resid=7.53e-02
progress N=2 step 12500/277470 4.5% t=93.92987 eta_s=57946.7 E=-1.01923137 P=0.81788742 dP=-0.18177147 r12=7.97308523 Vg=0.00000237 norm=1.00000000 rank=25/256 sv_max=3.46e+03 resid=7.97e-02
progress N=2 step 12750/277470 4.6% t=94.17987 eta_s=57866.7 E=-1.01812904 P=0.81743733 dP=-0.18222156 r12=7.97261005 Vg=0.00000245 norm=1.00000000 rank=25/256 sv_max=3.26e+03 resid=9.55e-02
progress N=2 step 13000/277470 4.7% t=94.42987 eta_s=57775.2 E=-1.01703022 P=0.81706355 dP=-0.18259534 r12=7.97168420 Vg=0.00000246 norm=1.00000000 rank=25/256 sv_max=2.98e+03 resid=1.21e-01
progress N=2 step 13250/277470 4.8% t=94.67987 eta_s=57736.8 E=-1.01593487 P=0.81680425 dP=-0.18285464 r12=7.97072459 Vg=0.00000230 norm=1.00000000 rank=26/256 sv_max=2.65e+03 resid=1.36e-01
progress N=2 step 13500/277470 4.9% t=94.92987 eta_s=57702.9 E=-1.01484355 P=0.81663180 dP=-0.18302709 r12=7.96977583 Vg=0.00000211 norm=1.00000000 rank=26/256 sv_max=2.59e+03 resid=1.26e-01
progress N=2 step 13750/277470 5.0% t=95.17987 eta_s=57668.3 E=-1.01375558 P=0.81652021 dP=-0.18313868 r12=7.96906077 Vg=0.00000209 norm=1.00000000 rank=26/256 sv_max=2.84e+03 resid=1.09e-01
progress N=2 step 14000/277470 5.0% t=95.42987 eta_s=57616.1 E=-1.01267024 P=0.81642267 dP=-0.18323622 r12=7.96871002 Vg=0.00000216 norm=1.00000000 rank=25/256 sv_max=3.04e+03 resid=9.30e-02
progress N=2 step 14250/277470 5.1% t=95.67987 eta_s=57550.4 E=-1.01158719 P=0.81627046 dP=-0.18338843 r12=7.96858735 Vg=0.00000226 norm=1.00000000 rank=25/256 sv_max=3.28e+03 resid=7.94e-02
progress N=2 step 14500/277470 5.2% t=95.92987 eta_s=57474.3 E=-1.01050637 P=0.81605139 dP=-0.18360750 r12=7.96841686 Vg=0.00000232 norm=1.00000000 rank=23/256 sv_max=3.62e+03 resid=9.26e-02
progress N=2 step 14750/277470 5.3% t=96.17987 eta_s=57418.9 E=-1.00942774 P=0.81579313 dP=-0.18386576 r12=7.96804417 Vg=0.00000232 norm=1.00000000 rank=23/256 sv_max=3.54e+03 resid=8.98e-02
progress N=2 step 15000/277470 5.4% t=96.42987 eta_s=57370.5 E=-1.00835153 P=0.81549533 dP=-0.18416356 r12=7.96699991 Vg=0.00000226 norm=1.00000000 rank=24/256 sv_max=3.38e+03 resid=9.09e-02
progress N=2 step 15250/277470 5.5% t=96.67987 eta_s=57310.5 E=-1.00727822 P=0.81521038 dP=-0.18444851 r12=7.96499987 Vg=0.00000214 norm=1.00000000 rank=24/256 sv_max=3.74e+03 resid=9.51e-02
progress N=2 step 15500/277470 5.6% t=96.92987 eta_s=57267.3 E=-1.00620807 P=0.81491922 dP=-0.18473967 r12=7.96196224 Vg=0.00000198 norm=1.00000000 rank=23/256 sv_max=4.36e+03 resid=1.05e-01
progress N=2 step 15750/277470 5.7% t=97.17987 eta_s=57224.6 E=-1.00514129 P=0.81462238 dP=-0.18503651 r12=7.95827793 Vg=0.00000181 norm=1.00000000 rank=23/256 sv_max=5.08e+03 resid=1.10e-01
progress N=2 step 16000/277470 5.8% t=97.42987 eta_s=57178.2 E=-1.00407714 P=0.81431155 dP=-0.18534735 r12=7.95413967 Vg=0.00000170 norm=1.00000000 rank=22/256 sv_max=5.91e+03 resid=1.12e-01
progress N=2 step 16250/277470 5.9% t=97.67987 eta_s=57125.7 E=-1.00301546 P=0.81393812 dP=-0.18572077 r12=7.94996797 Vg=0.00000166 norm=1.00000000 rank=22/256 sv_max=6.53e+03 resid=1.07e-01
progress N=2 step 16500/277470 5.9% t=97.92987 eta_s=57070.2 E=-1.00195622 P=0.81349065 dP=-0.18616824 r12=7.94599375 Vg=0.00000165 norm=1.00000000 rank=21/256 sv_max=6.42e+03 resid=1.02e-01
progress N=2 step 16750/277470 6.0% t=98.17987 eta_s=57012.0 E=-1.00089969 P=0.81296343 dP=-0.18669546 r12=7.94227643 Vg=0.00000166 norm=1.00000000 rank=22/256 sv_max=5.47e+03 resid=1.03e-01
progress N=2 step 17000/277470 6.1% t=98.42987 eta_s=56956.8 E=-0.99984629 P=0.81237449 dP=-0.18728440 r12=7.93873847 Vg=0.00000165 norm=1.00000000 rank=23/256 sv_max=4.46e+03 resid=1.07e-01
progress N=2 step 17250/277470 6.2% t=98.67987 eta_s=56895.4 E=-0.99879609 P=0.81178135 dP=-0.18787755 r12=7.93543370 Vg=0.00000156 norm=1.00000000 rank=24/256 sv_max=3.63e+03 resid=1.18e-01
progress N=2 step 17500/277470 6.3% t=98.92987 eta_s=56818.1 E=-0.99774945 P=0.81119745 dP=-0.18846144 r12=7.93202078 Vg=0.00000144 norm=1.00000000 rank=24/256 sv_max=3.42e+03 resid=1.33e-01
progress N=2 step 17750/277470 6.4% t=99.17987 eta_s=56754.8 E=-0.99670672 P=0.81065956 dP=-0.18899933 r12=7.92842786 Vg=0.00000134 norm=1.00000000 rank=23/256 sv_max=3.90e+03 resid=1.44e-01
progress N=2 step 18000/277470 6.5% t=99.42987 eta_s=56675.8 E=-0.99566755 P=0.81018221 dP=-0.18947668 r12=7.92467915 Vg=0.00000127 norm=1.00000000 rank=22/256 sv_max=4.53e+03 resid=1.51e-01
progress N=2 step 18250/277470 6.6% t=99.67987 eta_s=56625.8 E=-0.99463138 P=0.80978807 dP=-0.18987082 r12=7.92075082 Vg=0.00000126 norm=1.00000000 rank=22/256 sv_max=5.01e+03 resid=1.42e-01
progress N=2 step 18500/277470 6.7% t=99.92987 eta_s=56574.2 E=-0.99359742 P=0.80946096 dP=-0.19019793 r12=7.91673429 Vg=0.00000127 norm=1.00000000 rank=22/256 sv_max=5.54e+03 resid=1.30e-01
progress N=2 step 18750/277470 6.8% t=100.17987 eta_s=56522.0 E=-0.99256528 P=0.80917091 dP=-0.19048798 r12=7.91263818 Vg=0.00000126 norm=1.00000000 rank=21/256 sv_max=5.72e+03 resid=1.26e-01
progress N=2 step 19000/277470 6.8% t=100.42987 eta_s=56445.5 E=-0.99153531 P=0.80889184 dP=-0.19076706 r12=7.90853394 Vg=0.00000121 norm=1.00000000 rank=22/256 sv_max=5.27e+03 resid=1.28e-01
progress N=2 step 19250/277470 6.9% t=100.60496 eta_s=56383.4 E=-0.99081591 P=0.80868397 dP=-0.19097492 r12=7.90570800 Vg=0.00000116 norm=1.00000000 rank=22/256 sv_max=4.92e+03 resid=1.29e-01
progress N=2 step 19500/277470 7.0% t=100.72996 eta_s=56335.7 E=-0.99030305 P=0.80852569 dP=-0.19113320 r12=7.90374853 Vg=0.00000111 norm=1.00000000 rank=22/256 sv_max=4.70e+03 resid=1.31e-01
progress N=2 step 19750/277470 7.1% t=100.85496 eta_s=56285.7 E=-0.98979134 P=0.80835013 dP=-0.19130876 r12=7.90187633 Vg=0.00000105 norm=1.00000000 rank=22/256 sv_max=4.51e+03 resid=1.34e-01
progress N=2 step 20000/277470 7.2% t=100.97996 eta_s=56238.5 E=-0.98928004 P=0.80815758 dP=-0.19150132 r12=7.90022836 Vg=0.00000098 norm=1.00000000 rank=22/256 sv_max=4.54e+03 resid=1.38e-01
progress N=2 step 20250/277470 7.3% t=101.10496 eta_s=56193.6 E=-0.98877007 P=0.80795033 dP=-0.19170856 r12=7.89882408 Vg=0.00000091 norm=1.00000000 rank=22/256 sv_max=4.70e+03 resid=1.39e-01
progress N=2 step 20500/277470 7.4% t=101.22996 eta_s=56150.4 E=-0.98826053 P=0.80772299 dP=-0.19193590 r12=7.89758895 Vg=0.00000084 norm=1.00000000 rank=22/256 sv_max=4.85e+03 resid=1.36e-01
progress N=2 step 20750/277470 7.5% t=101.35496 eta_s=56106.1 E=-0.98775189 P=0.80747438 dP=-0.19218451 r12=7.89647234 Vg=0.00000080 norm=1.00000000 rank=22/256 sv_max=4.97e+03 resid=1.26e-01
progress N=2 step 21000/277470 7.6% t=101.47996 eta_s=56062.6 E=-0.98724401 P=0.80720524 dP=-0.19245365 r12=7.89542528 Vg=0.00000079 norm=1.00000000 rank=22/256 sv_max=5.10e+03 resid=1.11e-01
progress N=2 step 21250/277470 7.7% t=101.60496 eta_s=56017.5 E=-0.98673661 P=0.80691841 dP=-0.19274048 r12=7.89440657 Vg=0.00000083 norm=1.00000000 rank=22/256 sv_max=5.24e+03 resid=9.44e-02
progress N=2 step 21500/277470 7.7% t=101.72996 eta_s=55969.7 E=-0.98623029 P=0.80661792 dP=-0.19304097 r12=7.89338438 Vg=0.00000090 norm=1.00000000 rank=22/256 sv_max=5.41e+03 resid=8.13e-02
progress N=2 step 21750/277470 7.8% t=101.85496 eta_s=55918.7 E=-0.98572416 P=0.80630845 dP=-0.19335044 r12=7.89233479 Vg=0.00000100 norm=1.00000000 rank=22/256 sv_max=5.56e+03 resid=7.21e-02
progress N=2 step 22000/277470 7.9% t=101.97996 eta_s=55858.4 E=-0.98521903 P=0.80599685 dP=-0.19366205 r12=7.89119097 Vg=0.00000110 norm=1.00000000 rank=21/256 sv_max=5.71e+03 resid=6.76e-02
progress N=2 step 22250/277470 8.0% t=102.10496 eta_s=55796.2 E=-0.98471421 P=0.80568526 dP=-0.19397363 r12=7.88993793 Vg=0.00000120 norm=1.00000000 rank=21/256 sv_max=5.91e+03 resid=6.46e-02
progress N=2 step 22500/277470 8.1% t=102.22996 eta_s=55751.8 E=-0.98420996 P=0.80537419 dP=-0.19428470 r12=7.88853905 Vg=0.00000126 norm=1.00000000 rank=21/256 sv_max=6.11e+03 resid=6.28e-02
progress N=2 step 22750/277470 8.2% t=102.35496 eta_s=55687.6 E=-0.98370643 P=0.80506254 dP=-0.19459635 r12=7.88694342 Vg=0.00000129 norm=1.00000000 rank=21/256 sv_max=6.23e+03 resid=6.23e-02
progress N=2 step 23000/277470 8.3% t=102.47996 eta_s=55635.4 E=-0.98320318 P=0.80475010 dP=-0.19490879 r12=7.88512047 Vg=0.00000129 norm=1.00000000 rank=21/256 sv_max=6.24e+03 resid=6.26e-02
progress N=2 step 23250/277470 8.4% t=102.60496 eta_s=55592.9 E=-0.98270119 P=0.80443642 dP=-0.19522247 r12=7.88307816 Vg=0.00000125 norm=1.00000000 rank=21/256 sv_max=6.15e+03 resid=6.31e-02
progress N=2 step 23500/277470 8.5% t=102.72996 eta_s=55545.9 E=-0.98219960 P=0.80412493 dP=-0.19553396 r12=7.88084218 Vg=0.00000120 norm=1.00000000 rank=21/256 sv_max=5.95e+03 resid=6.50e-02
progress N=2 step 23750/277470 8.6% t=102.85496 eta_s=55497.5 E=-0.98169923 P=0.80382617 dP=-0.19583272 r12=7.87849117 Vg=0.00000113 norm=1.00000000 rank=21/256 sv_max=5.86e+03 resid=6.73e-02
progress N=2 step 24000/277470 8.6% t=102.97996 eta_s=55449.6 E=-0.98119975 P=0.80353164 dP=-0.19612725 r12=7.87607505 Vg=0.00000106 norm=1.00000000 rank=21/256 sv_max=5.95e+03 resid=6.80e-02
progress N=2 step 24250/277470 8.7% t=103.10496 eta_s=55402.0 E=-0.98070118 P=0.80322708 dP=-0.19643181 r12=7.87360275 Vg=0.00000099 norm=1.00000000 rank=21/256 sv_max=6.14e+03 resid=6.75e-02
progress N=2 step 24500/277470 8.8% t=103.22996 eta_s=55352.3 E=-0.98020395 P=0.80290329 dP=-0.19675560 r12=7.87110708 Vg=0.00000092 norm=1.00000000 rank=21/256 sv_max=6.37e+03 resid=6.68e-02
progress N=2 step 24750/277470 8.9% t=103.35496 eta_s=55301.2 E=-0.97970737 P=0.80255610 dP=-0.19710279 r12=7.86864031 Vg=0.00000087 norm=1.00000000 rank=21/256 sv_max=6.58e+03 resid=6.66e-02
progress N=2 step 25000/277470 9.0% t=103.47996 eta_s=55222.2 E=-0.97921236 P=0.80218616 dP=-0.19747273 r12=7.86626297 Vg=0.00000082 norm=1.00000000 rank=21/256 sv_max=6.68e+03 resid=6.75e-02
progress N=2 step 25250/277470 9.1% t=103.60496 eta_s=55170.0 E=-0.97871811 P=0.80179716 dP=-0.19786173 r12=7.86402664 Vg=0.00000079 norm=1.00000000 rank=21/256 sv_max=6.63e+03 resid=6.95e-02
progress N=2 step 25500/277470 9.2% t=103.72996 eta_s=55115.5 E=-0.97822502 P=0.80139355 dP=-0.19826534 r12=7.86196578 Vg=0.00000079 norm=1.00000000 rank=21/256 sv_max=6.43e+03 resid=7.19e-02
progress N=2 step 25750/277470 9.3% t=103.85496 eta_s=55035.8 E=-0.97773308 P=0.80097847 dP=-0.19868042 r12=7.86009652 Vg=0.00000082 norm=1.00000000 rank=21/256 sv_max=6.17e+03 resid=7.38e-02
progress N=2 step 26000/277470 9.4% t=103.97996 eta_s=54984.4 E=-0.97724184 P=0.80055250 dP=-0.19910639 r12=7.85841201 Vg=0.00000090 norm=1.00000000 rank=21/256 sv_max=5.94e+03 resid=7.42e-02
progress N=2 step 26250/277470 9.5% t=104.10496 eta_s=54931.5 E=-0.97675208 P=0.80011142 dP=-0.19954747 r12=7.85687582 Vg=0.00000101 norm=1.00000000 rank=21/256 sv_max=5.83e+03 resid=7.28e-02
progress N=2 step 26500/277470 9.6% t=104.22996 eta_s=54869.8 E=-0.97626286 P=0.79965038 dP=-0.20000851 r12=7.85545269 Vg=0.00000116 norm=1.00000000 rank=21/256 sv_max=5.86e+03 resid=7.09e-02
progress N=2 step 26750/277470 9.6% t=104.35496 eta_s=54806.8 E=-0.97577487 P=0.79916858 dP=-0.20049031 r12=7.85413854 Vg=0.00000132 norm=1.00000000 rank=21/256 sv_max=6.01e+03 resid=6.93e-02
progress N=2 step 27000/277470 9.7% t=104.47996 eta_s=54761.4 E=-0.97528771 P=0.79866802 dP=-0.20099087 r12=7.85292996 Vg=0.00000147 norm=1.00000000 rank=21/256 sv_max=6.18e+03 resid=6.87e-02
progress N=2 step 27250/277470 9.8% t=104.60496 eta_s=54712.6 E=-0.97480137 P=0.79815215 dP=-0.20150674 r12=7.85179764 Vg=0.00000160 norm=1.00000000 rank=21/256 sv_max=6.27e+03 resid=6.93e-02
progress N=2 step 27500/277470 9.9% t=104.72996 eta_s=54663.7 E=-0.97431628 P=0.79762476 dP=-0.20203413 r12=7.85069547 Vg=0.00000168 norm=1.00000000 rank=21/256 sv_max=6.26e+03 resid=7.14e-02
progress N=2 step 27750/277470 10.0% t=104.85496 eta_s=54618.5 E=-0.97383183 P=0.79708765 dP=-0.20257124 r12=7.84957546 Vg=0.00000173 norm=1.00000000 rank=21/256 sv_max=6.21e+03 resid=7.39e-02
